Timestamp (ms),Encoder1,Encoder2,Loadcell
1747000460300,89.68,130.42,-2038.03
1747000460400,89.63,130.46,-2037.974
1747000460500,89.65,130.5,-2037.917
1747000460600,89.68,130.46,-2037.851
1747000460700,89.68,130.46,-2037.898
1747000460800,89.7,130.48,-2038.011
1747000460900,89.76,130.48,-2038.011
1747000461000,89.79,130.48,-2037.879
1747000461100,89.7,130.48,-2037.87
1747000461200,89.72,130.46,-2037.776
1747000461300,89.68,130.44,-2037.832
1747000461400,89.7,130.46,-2037.917
1747000461500,89.68,130.46,-2037.936
1747000461601,89.7,130.46,-2037.87
1747000461701,89.7,130.48,-2037.672
1747000461801,89.7,130.48,-2037.71
1747000461901,89.7,130.46,-2038.106
1747000462001,89.7,130.48,-2038.153
1747000462101,89.79,130.46,-2038.049
1747000462201,89.63,130.48,-2037.795
1747000462301,89.7,130.44,-2038.058
1747000462401,89.68,130.48,-2038.143
1747000462501,89.68,130.48,-2037.974
1747000462601,89.7,130.46,-2037.974
1747000462701,89.68,130.48,-2038.011
1747000462801,89.65,130.46,-2037.964
1747000462901,89.7,130.46,-2037.776
1747000463001,89.7,130.48,-2037.691
1747000463101,89.68,130.48,-2037.795
1747000463201,89.65,130.5,-2037.832
1747000463301,89.68,130.48,-2038.106
1747000463401,89.7,130.48,-2038.162
1747000463501,89.68,130.5,-2037.936
1747000463601,89.65,130.46,-2038.002
1747000463701,89.74,0.0,-2037.936
1747000463801,89.72,0.0,-2037.663
1747000463901,89.83,0.0,-2033.563
1747000464001,89.9,0.0,-2026.937
1747000464101,89.87,0.0,-2025.994
1747000464201,89.94,0.0,-2027.682
1747000464301,90.25,0.0,-2028.973
1747000464401,90.47,0.0,-2030.0
1747000464501,90.51,0.0,-2034.336
1747000464601,90.49,0.0,-2040.886
1747000464701,90.49,0.0,-2046.494
1747000464801,90.6,0.0,-2050.396
1747000464901,90.58,0.0,-2050.622
1747000465001,91.59,0.0,-2035.928
1747000465101,91.83,0.0,-2044.694
1747000465201,91.87,0.0,-2058.379
1747000465301,91.81,0.0,-2068.115
1747000465401,91.76,0.0,-2076.522
1747000465501,91.79,0.0,-2077.983
1747000465601,92.6,0.0,-2074.468
1747000465701,92.93,0.0,-2069.859
1747000465801,93.17,0.0,-2064.138
1747000465901,93.21,0.0,-2072.592
1747000466002,93.17,0.0,-2082.781
1747000466101,93.21,0.0,-2088.926
1747000466202,93.41,0.0,-2091.753
1747000466301,93.79,0.0,-2083.893
1747000466402,94.27,0.0,-2079.783
1747000466502,94.27,0.0,-2089.039
1747000466602,94.27,0.0,-2097.135
1747000466702,94.27,0.0,-2101.489
1747000466802,94.27,0.0,-2102.601
1747000466901,94.77,0.0,-2101.103
1747000467002,95.48,0.0,-2091.668
1747000467101,95.56,0.0,-2086.739
1747000467202,95.54,0.0,-2099.896
1747000467302,95.59,0.0,-2113.139
1747000467402,95.46,0.0,-2116.588
1747000467502,95.54,0.0,-2116.155
1747000467602,95.67,0.0,-2116.899
1747000467702,96.09,0.0,-2100.33
1747000467802,96.27,0.0,-2106.598
1747000467902,96.16,0.0,-2116.418
1747000468002,96.29,0.0,-2119.67
1747000468102,96.27,0.0,-2118.954
1747000468202,96.22,0.0,-2121.612
1747000468302,96.29,0.0,-2123.534
1747000468402,96.33,0.0,-2116.843
1747000468502,96.29,0.0,-2107.748
1747000468602,96.27,0.0,-2110.622
1747000468702,96.31,0.0,-2120.877
1747000468802,96.29,0.0,-2129.661
1747000468902,96.27,0.0,-2132.931
1747000469002,96.31,0.0,-2144.864
1747000469102,96.4,0.0,-2168.049
1747000469202,96.47,0.0,-2211.235
1747000469302,96.36,0.0,-2255.316
1747000469402,96.4,0.0,-2281.829
1747000469502,96.4,0.0,-2294.533
1747000469602,96.44,0.0,-2303.61
1747000469702,96.55,0.0,-2295.957
1747000469802,96.93,0.0,-2287.663
1747000469902,97.04,0.0,-2290.763
1747000470002,97.04,0.0,-2297.719
1747000470102,97.1,0.0,-2290.283
1747000470202,97.1,0.0,-2278.313
1747000470302,97.02,0.0,-2272.385
1747000470402,97.06,0.0,-2268.473
1747000470502,97.23,0.0,-2265.382
1747000470602,97.63,0.0,-2259.227
1747000470703,97.78,0.0,-2264.251
1747000470803,97.76,0.0,-2271.074
1747000470903,97.83,0.0,-2268.69
1747000471003,97.78,0.0,-2266.89
1747000471103,97.81,0.0,-2263.563
1747000471203,97.81,0.0,-2258.332
1747000471303,97.81,0.0,-2252.724
1747000471403,97.78,0.0,-2248.153
1747000471503,97.81,0.0,-2244.26
1747000471603,97.81,0.0,-2242.319
1747000471703,97.78,0.0,-2241.009
1747000471803,97.78,0.0,-2239.02
1747000471903,97.81,0.0,-2238.888
1747000472003,97.78,0.0,-2239.359
1747000472103,97.76,0.0,-2239.029
1747000472203,97.83,0.0,-2237.003
1747000472303,97.78,0.0,-2234.043
1747000472403,97.78,0.0,-2232.328
1747000472503,97.72,0.0,-2230.99
1747000472603,97.78,0.0,-2229.35
1747000472703,97.76,0.0,-2228.634
1747000472803,97.81,0.0,-2227.691
1747000472903,97.78,0.0,-2226.598
1747000473003,97.76,0.0,-2226.032
1747000473103,97.78,0.0,-2224.1
1747000473203,97.65,0.0,-2224.26
1747000473303,97.32,0.0,-2227.455
1747000473403,96.88,0.0,-2229.793
1747000473503,96.36,0.0,-2226.183
1747000473603,96.07,0.0,-2217.785
1747000473703,96.07,0.0,-2208.398
1747000473803,96.07,0.0,-2198.53
1747000473903,96.07,0.0,-2192.498
1747000474003,95.89,0.0,-2191.159
1747000474103,95.28,0.0,-2190.236
1747000474203,94.64,0.0,-2191.678
1747000474303,94.11,0.0,-2192.931
1747000474403,93.94,0.0,-2173.921
1747000474503,93.87,0.0,-2164.524
1747000474603,93.89,0.0,-2156.899
1747000474703,93.92,0.0,-2153.845
1747000474804,93.72,0.0,-2153.902
1747000474904,93.08,0.0,-2153.657
1747000475004,92.55,0.0,-2156.946
1747000475104,92.2,0.0,-2152.62
1747000475204,91.83,0.0,-2141.612
1747000475304,91.54,0.0,-2132.224
1747000475404,91.54,0.0,-2127.729
1747000475504,91.46,0.0,-2122.111
1747000475604,91.5,0.0,-2117.361
1747000475704,91.46,0.0,-2115.599
1747000475804,91.46,0.0,-2111.546
1747000475904,91.48,0.0,-2111.056
1747000476004,91.48,0.0,-2109.802
1747000476104,91.5,0.0,-2108.737
1747000476204,91.5,0.0,-2109.095
1747000476304,91.48,0.0,-2108.765
1747000476404,91.46,0.0,-2107.502
