Time_sec,Reference_Force_N,Actual_Force_N,Error_N
0.694,1.0,-42.8,43.8
0.697,1.0,-42.8,43.8
0.7,1.0,-42.8,43.8
0.703,1.0,-42.77,43.77
0.706,1.0,-42.78,43.78
0.709,1.0,-42.79,43.79
0.712,1.0,-42.8,43.8
0.716,1.0,-42.8,43.8
0.719,1.0,-42.77,43.77
0.722,1.0,-42.78,43.78
0.725,1.0,0.0,1.0
0.727,1.0,-42.78,43.78
0.73,1.0,-42.77,43.77
0.733,1.0,-42.77,43.77
0.736,1.0,-42.78,43.78
0.739,1.0,-42.78,43.78
0.742,1.0,-42.77,43.77
0.745,1.0,-42.76,43.76
0.748,1.0,-42.76,43.76
0.751,1.0,-42.78,43.78
0.754,1.0,-42.81,43.81
0.758,1.0,-42.79,43.79
0.761,1.0,-42.78,43.78
0.764,1.0,-42.79,43.79
0.767,1.0,-42.77,43.77
0.77,1.0,-42.78,43.78
0.773,1.0,-42.79,43.79
0.776,1.0,-42.76,43.76
0.779,1.0,-42.78,43.78
0.782,1.0,-42.78,43.78
0.785,1.0,-42.8,43.8
0.788,1.0,-42.82,43.82
0.791,1.0,-42.83,43.83
0.794,1.0,-42.8,43.8
0.797,1.0,-42.76,43.76
0.8,1.0,-42.76,43.76
0.803,1.0,-42.76,43.76
0.806,1.0,0.0,1.0
0.809,1.0,-42.78,43.78
0.812,1.0,-42.8,43.8
0.815,1.0,-42.78,43.78
0.818,1.0,-42.79,43.79
0.821,1.0,-42.8,43.8
0.824,1.0,-42.81,43.81
0.827,1.0,-42.8,43.8
0.83,1.0,-42.76,43.76
0.833,1.0,-42.78,43.78
0.836,1.0,-42.79,43.79
0.839,1.0,-42.79,43.79
0.842,1.0,-42.8,43.8
0.845,1.0,-42.79,43.79
0.848,1.0,-42.75,43.75
0.851,1.0,-42.76,43.76
0.854,1.0,-42.79,43.79
0.857,1.0,-42.8,43.8
0.86,1.0,-42.81,43.81
0.863,1.0,-42.83,43.83
0.866,1.0,-42.82,43.82
0.869,1.0,-42.8,43.8
0.873,1.0,-42.79,43.79
0.876,1.0,-42.8,43.8
0.879,1.0,-42.81,43.81
0.882,1.0,-42.82,43.82
0.885,1.0,-42.8,43.8
0.888,1.0,0.0,1.0
0.89,1.0,-42.79,43.79
0.893,1.0,-42.79,43.79
0.896,1.0,-42.8,43.8
0.899,1.0,-42.79,43.79
0.902,1.0,-42.8,43.8
0.905,1.0,-42.79,43.79
0.908,1.0,-42.79,43.79
0.911,1.0,-42.77,43.77
0.915,1.0,-42.77,43.77
0.918,1.0,-42.81,43.81
0.921,1.0,-42.82,43.82
0.924,1.0,-42.81,43.81
0.927,1.0,-42.79,43.79
0.93,1.0,-42.79,43.79
0.933,1.0,-42.78,43.78
0.936,1.0,-42.76,43.76
0.939,1.0,-42.8,43.8
0.942,1.0,-42.82,43.82
0.945,1.0,-42.82,43.82
0.948,1.0,-42.82,43.82
0.951,1.0,-42.81,43.81
0.954,1.0,-42.79,43.79
0.957,1.0,-42.76,43.76
0.96,1.0,-42.75,43.75
0.963,1.0,-42.75,43.75
0.966,1.0,-42.78,43.78
0.969,1.0,0.0,1.0
0.972,1.0,-42.78,43.78
0.975,1.0,-42.76,43.76
0.978,1.0,-42.77,43.77
0.981,1.0,-42.81,43.81
0.984,1.0,-42.82,43.82
0.987,1.0,-42.78,43.78
0.99,1.0,-42.81,43.81
0.993,1.0,-42.81,43.81
0.996,1.0,-42.78,43.78
0.999,1.0,-42.78,43.78
1.002,1.0,-42.77,43.77
1.005,1.0,-42.78,43.78
1.008,1.0,-42.78,43.78
1.011,1.0,-42.78,43.78
1.014,1.0,-42.81,43.81
1.017,1.0,-42.79,43.79
1.02,1.0,-42.78,43.78
1.023,1.0,-42.79,43.79
1.026,1.0,-42.77,43.77
1.03,1.0,-42.78,43.78
1.033,1.0,-42.79,43.79
1.036,1.0,-42.79,43.79
1.039,1.0,-42.77,43.77
1.042,1.0,-42.76,43.76
1.045,1.0,-42.76,43.76
1.048,1.0,-42.77,43.77
1.051,1.0,0.0,1.0
1.053,1.0,-42.78,43.78
1.056,1.0,-42.79,43.79
1.059,1.0,-42.8,43.8
1.062,1.0,-42.79,43.79
1.065,1.0,-42.79,43.79
1.068,1.0,-42.79,43.79
1.072,1.0,-42.79,43.79
1.075,1.0,-42.78,43.78
1.078,1.0,-42.8,43.8
1.081,1.0,-42.77,43.77
1.084,1.0,-42.78,43.78
1.087,1.0,-42.79,43.79
1.09,1.0,-42.79,43.79
1.093,1.0,-42.76,43.76
1.096,1.0,-42.78,43.78
1.099,1.0,-42.82,43.82
1.102,1.0,-42.81,43.81
1.105,1.0,-42.81,43.81
1.108,1.0,-42.77,43.77
1.111,1.0,-42.78,43.78
1.114,1.0,-42.8,43.8
1.117,1.0,-42.81,43.81
1.12,1.0,-42.83,43.83
1.123,1.0,-42.83,43.83
1.126,1.0,-42.83,43.83
1.129,1.0,-42.82,43.82
1.132,1.0,0.0,1.0
1.135,1.0,-42.76,43.76
1.138,1.0,-42.75,43.75
1.141,1.0,-42.77,43.77
1.144,1.0,-42.78,43.78
1.147,1.0,-42.81,43.81
1.15,1.0,-42.78,43.78
1.153,1.0,-42.79,43.79
1.156,1.0,-42.78,43.78
1.159,1.0,-42.82,43.82
1.162,1.0,-42.83,43.83
1.165,1.0,-42.79,43.79
1.168,1.0,-42.8,43.8
1.171,1.0,-42.79,43.79
1.174,1.0,-42.78,43.78
1.177,1.0,-42.78,43.78
1.18,1.0,-42.78,43.78
1.183,1.0,-42.79,43.79
1.186,1.0,-42.81,43.81
1.19,1.0,-42.79,43.79
1.193,1.0,-42.78,43.78
1.196,1.0,-42.78,43.78
1.199,1.0,-42.77,43.77
1.202,1.0,-42.78,43.78
1.205,1.0,-42.81,43.81
1.208,1.0,-42.8,43.8
1.211,1.0,0.0,1.0
1.213,1.0,-42.78,43.78
1.216,1.0,-42.77,43.77
1.219,1.0,-42.79,43.79
1.222,1.0,-42.79,43.79
1.225,1.0,-42.76,43.76
1.228,1.0,-42.79,43.79
1.232,1.0,-42.81,43.81
1.235,1.0,-42.8,43.8
1.238,1.0,-42.79,43.79
1.241,1.0,-42.8,43.8
1.244,1.0,-42.78,43.78
1.247,1.0,-42.77,43.77
1.25,1.0,-42.78,43.78
1.253,1.0,-42.8,43.8
1.256,1.0,-42.79,43.79
1.259,1.0,-42.76,43.76
1.262,1.0,-42.78,43.78
1.265,1.0,-42.79,43.79
1.268,1.0,-42.8,43.8
1.271,1.0,-42.81,43.81
1.274,1.0,-42.83,43.83
1.277,1.0,-42.81,43.81
1.28,1.0,-42.79,43.79
1.283,1.0,-42.79,43.79
1.286,1.0,-42.79,43.79
1.289,1.0,-42.8,43.8
1.292,1.0,0.0,1.0
1.295,1.0,-42.77,43.77
1.298,1.0,-42.78,43.78
1.301,1.0,-42.78,43.78
1.304,1.0,-42.8,43.8
1.307,1.0,-42.79,43.79
1.31,1.0,-42.79,43.79
1.313,1.0,-42.81,43.81
1.316,1.0,-42.81,43.81
1.319,1.0,-42.8,43.8
1.322,1.0,-42.82,43.82
1.325,1.0,-42.78,43.78
1.328,1.0,-42.77,43.77
1.331,1.0,-42.81,43.81
1.334,1.0,-42.8,43.8
1.337,1.0,-42.81,43.81
1.34,1.0,-42.79,43.79
1.343,1.0,-42.78,43.78
1.347,1.0,-42.77,43.77
1.35,1.0,-42.77,43.77
1.353,1.0,-42.77,43.77
1.356,1.0,-42.81,43.81
1.359,1.0,-42.82,43.82
1.362,1.0,-42.8,43.8
1.365,1.0,-42.79,43.79
1.368,1.0,-42.78,43.78
1.371,1.0,-42.8,43.8
1.374,1.0,0.0,1.0
1.376,1.0,-42.81,43.81
1.379,1.0,-42.77,43.77
1.382,1.0,-42.77,43.77
1.385,1.0,-42.79,43.79
1.389,1.0,-42.78,43.78
1.392,1.0,-42.77,43.77
1.395,1.0,-42.78,43.78
1.398,1.0,-42.78,43.78
1.401,1.0,-42.79,43.79
1.404,1.0,-42.8,43.8
1.407,1.0,-42.79,43.79
1.41,1.0,-42.78,43.78
1.413,1.0,-42.79,43.79
1.416,1.0,-42.78,43.78
1.419,1.0,-42.78,43.78
1.422,1.0,-42.79,43.79
1.425,1.0,-42.81,43.81
1.428,1.0,-42.82,43.82
1.431,1.0,-42.8,43.8
1.434,1.0,-42.8,43.8
1.437,1.0,-42.78,43.78
1.44,1.0,-42.78,43.78
1.443,1.0,-42.78,43.78
1.446,1.0,-42.77,43.77
1.449,1.0,-42.77,43.77
1.452,1.0,-42.79,43.79
1.455,1.0,0.0,1.0
1.458,1.0,-42.8,43.8
1.461,1.0,-42.79,43.79
1.464,1.0,-42.8,43.8
1.467,1.0,-42.77,43.77
1.47,1.0,-42.76,43.76
1.473,1.0,-42.81,43.81
1.476,1.0,-42.81,43.81
1.479,1.0,-42.8,43.8
1.482,1.0,-42.8,43.8
1.485,1.0,-42.79,43.79
1.488,1.0,-42.78,43.78
1.491,1.0,-42.79,43.79
1.494,1.0,-42.81,43.81
1.497,1.0,-42.81,43.81
1.5,1.0,-42.81,43.81
1.503,1.0,-42.84,43.84
1.507,3.0,-42.8,45.8
1.51,3.0,-42.78,45.78
1.513,3.0,-42.78,45.78
1.516,3.0,-42.73,45.73
1.519,3.0,-42.58,45.58
1.522,3.0,-42.31,45.31
1.525,3.0,-42.0,45.0
1.528,3.0,-41.73,44.73
1.531,3.0,-41.45,44.45
1.534,3.0,-41.17,44.17
1.537,3.0,0.0,3.0
1.539,3.0,-40.91,43.91
1.542,3.0,-40.58,43.58
1.545,3.0,-40.23,43.23
1.549,3.0,-39.88,42.88
1.552,3.0,-39.56,42.56
1.555,3.0,-39.21,42.21
1.558,3.0,-38.85,41.85
1.561,3.0,-38.56,41.56
1.564,3.0,-38.23,41.23
1.567,3.0,-37.94,40.94
1.57,3.0,-37.62,40.62
1.573,3.0,-37.27,40.27
1.576,3.0,-36.94,39.94
1.579,3.0,-36.65,39.65
1.582,3.0,-36.32,39.32
1.585,3.0,-36.0,39.0
1.588,3.0,-35.74,38.74
1.591,3.0,-35.47,38.47
1.594,3.0,-35.18,38.18
1.597,3.0,-34.89,37.89
1.6,3.0,-34.64,37.64
1.603,3.0,-34.34,37.34
1.606,3.0,-34.05,37.05
1.609,3.0,-33.76,36.76
1.612,3.0,-33.34,36.34
1.615,3.0,-32.75,35.75
1.618,3.0,0.0,3.0
1.621,3.0,-32.32,35.32
1.624,3.0,-31.87,34.870000000000005
1.627,3.0,-31.44,34.44
1.63,3.0,-31.0,34.0
1.633,3.0,-30.51,33.510000000000005
1.636,3.0,-30.06,33.06
1.639,3.0,-29.66,32.66
1.642,3.0,-29.38,32.379999999999995
1.645,3.0,-29.09,32.09
1.648,3.0,-28.92,31.92
1.651,3.0,-28.7,31.7
1.654,3.0,-28.43,31.43
1.657,3.0,-28.12,31.12
1.66,3.0,-27.89,30.89
1.664,3.0,-27.72,30.72
1.667,3.0,-27.54,30.54
1.67,3.0,-27.17,30.17
1.673,3.0,-26.83,29.83
1.676,3.0,-26.62,29.62
1.679,3.0,-26.33,29.33
1.682,3.0,-26.02,29.02
1.685,3.0,-25.59,28.59
1.688,3.0,-25.18,28.18
1.691,3.0,-24.75,27.75
1.694,3.0,-24.46,27.46
1.697,3.0,0.0,3.0
1.699,3.0,-24.17,27.17
1.702,3.0,-23.74,26.74
1.706,3.0,-23.36,26.36
1.709,3.0,-23.03,26.03
1.712,3.0,-22.54,25.54
1.715,3.0,-22.1,25.1
1.718,3.0,-21.82,24.82
1.721,3.0,-21.53,24.53
1.724,3.0,-21.11,24.11
1.727,3.0,-20.88,23.88
1.73,3.0,-20.63,23.63
1.733,3.0,-20.43,23.43
1.736,3.0,-20.24,23.24
1.739,3.0,-19.95,22.95
1.742,3.0,-19.74,22.74
1.745,3.0,-19.7,22.7
1.748,3.0,-19.55,22.55
1.751,3.0,-19.26,22.26
1.754,3.0,-19.02,22.02
1.757,3.0,-18.74,21.74
1.76,3.0,-18.48,21.48
1.763,3.0,-18.21,21.21
1.766,3.0,-17.91,20.91
1.769,3.0,-17.55,20.55
1.772,3.0,-17.26,20.26
1.775,3.0,-16.97,19.97
1.779,3.0,0.0,3.0
1.781,3.0,-16.57,19.57
1.784,3.0,-16.22,19.22
1.787,3.0,-15.95,18.95
1.79,3.0,-15.62,18.619999999999997
1.793,3.0,-15.42,18.42
1.796,3.0,-15.16,18.16
1.799,3.0,-14.66,17.66
1.802,3.0,-14.21,17.21
1.805,3.0,-13.9,16.9
1.808,3.0,-13.6,16.6
1.811,3.0,-13.25,16.25
1.814,3.0,-13.0,16.0
1.817,3.0,-12.9,15.9
1.821,3.0,-12.46,15.46
1.824,3.0,-12.39,15.39
1.827,3.0,-12.31,15.31
1.83,3.0,-12.11,15.11
1.833,3.0,-12.02,15.02
1.836,3.0,-11.96,14.96
1.839,3.0,-11.83,14.83
1.842,3.0,-11.46,14.46
1.845,3.0,-11.29,14.29
1.848,3.0,-11.39,14.39
1.851,3.0,-11.25,14.25
1.854,3.0,-11.11,14.11
1.857,3.0,-11.05,14.05
1.86,3.0,0.0,3.0
1.863,3.0,-10.79,13.79
1.866,3.0,-10.74,13.74
1.869,3.0,-10.57,13.57
1.872,3.0,-10.05,13.05
1.875,3.0,-9.96,12.96
1.878,3.0,-9.99,12.99
1.881,3.0,-9.77,12.77
1.884,3.0,-9.7,12.7
1.887,3.0,-9.47,12.47
1.89,3.0,-9.28,12.28
1.893,3.0,-9.03,12.03
1.896,3.0,-8.8,11.8
1.899,3.0,-8.72,11.72
1.902,3.0,-8.37,11.37
1.905,3.0,-8.18,11.18
1.908,3.0,-7.92,10.92
1.911,3.0,-7.53,10.530000000000001
1.914,3.0,-7.35,10.35
1.917,3.0,-7.22,10.219999999999999
1.92,3.0,-6.85,9.85
1.923,3.0,-6.59,9.59
1.926,3.0,-6.27,9.27
1.929,3.0,-5.83,8.83
1.932,3.0,-5.63,8.629999999999999
1.935,3.0,-5.4,8.4
1.939,3.0,-4.96,7.96
1.942,3.0,0.0,3.0
1.944,3.0,-4.61,7.61
1.947,3.0,-4.48,7.48
1.95,3.0,-4.42,7.42
1.953,3.0,-4.15,7.15
1.956,3.0,-4.11,7.11
1.959,3.0,-3.75,6.75
1.962,3.0,-3.3,6.3
1.965,3.0,-3.45,6.45
1.968,3.0,-3.38,6.38
1.971,3.0,-3.28,6.279999999999999
1.974,3.0,-3.35,6.35
1.977,3.0,-3.27,6.27
1.981,3.0,-3.12,6.12
1.984,3.0,-3.08,6.08
1.987,3.0,-3.11,6.109999999999999
1.99,3.0,-3.02,6.02
1.993,3.0,-2.72,5.720000000000001
1.996,3.0,-2.58,5.58
1.999,3.0,-2.49,5.49
2.002,3.0,-2.45,5.45
2.005,3.0,-2.56,5.5600000000000005
2.008,3.0,-2.45,5.45
2.011,3.0,-2.23,5.23
2.014,3.0,-2.21,5.21
2.017,3.0,-2.27,5.27
2.02,3.0,-2.1,5.1
2.023,3.0,0.0,3.0
2.026,3.0,-1.96,4.96
2.029,3.0,-1.94,4.9399999999999995
2.032,3.0,-1.8,4.8
2.035,3.0,-1.61,4.61
2.038,3.0,-1.39,4.39
2.041,3.0,-1.21,4.21
2.044,3.0,-1.18,4.18
2.047,3.0,-1.28,4.28
2.05,3.0,-1.01,4.01
2.053,3.0,-0.91,3.91
2.056,3.0,-0.78,3.7800000000000002
2.059,3.0,-0.6,3.6
2.062,3.0,-0.45,3.45
2.065,3.0,-0.22,3.22
2.068,3.0,0.09,2.91
2.071,3.0,0.24,2.76
2.074,3.0,0.37,2.63
2.077,3.0,0.5,2.5
2.08,3.0,0.73,2.27
2.083,3.0,1.02,1.98
2.086,3.0,1.18,1.82
2.089,3.0,1.72,1.28
2.092,3.0,1.84,1.16
2.096,3.0,2.04,0.96
2.099,3.0,2.28,0.7200000000000002
2.102,3.0,2.59,0.41000000000000014
2.105,3.0,0.0,3.0
2.107,3.0,2.74,0.2599999999999998
2.11,3.0,2.99,0.009999999999999787
2.113,3.0,3.41,-0.41000000000000014
2.116,3.0,3.59,-0.5899999999999999
2.119,3.0,3.86,-0.8599999999999999
2.122,3.0,4.12,-1.12
2.125,3.0,4.55,-1.5499999999999998
2.128,3.0,4.42,-1.42
2.131,3.0,4.68,-1.6799999999999997
2.134,3.0,4.75,-1.75
2.138,3.0,4.85,-1.8499999999999996
2.141,3.0,5.04,-2.04
2.144,3.0,5.1,-2.0999999999999996
2.147,3.0,5.15,-2.1500000000000004
2.15,3.0,5.43,-2.4299999999999997
2.153,3.0,5.73,-2.7300000000000004
2.156,3.0,5.62,-2.62
2.159,3.0,5.54,-2.54
2.162,3.0,5.49,-2.49
2.165,3.0,5.6,-2.5999999999999996
2.168,3.0,5.68,-2.6799999999999997
2.171,3.0,5.71,-2.71
2.174,3.0,5.62,-2.62
2.177,3.0,5.63,-2.63
2.18,3.0,5.68,-2.6799999999999997
2.183,3.0,0.0,3.0
2.186,3.0,5.73,-2.7300000000000004
2.189,3.0,5.8,-2.8
2.192,3.0,5.72,-2.7199999999999998
2.195,3.0,5.52,-2.5199999999999996
2.198,3.0,5.39,-2.3899999999999997
2.201,3.0,5.38,-2.38
2.204,3.0,5.35,-2.3499999999999996
2.207,3.0,5.22,-2.2199999999999998
2.21,3.0,5.2,-2.2
2.213,3.0,5.16,-2.16
2.216,3.0,5.07,-2.0700000000000003
2.219,3.0,4.99,-1.9900000000000002
2.222,3.0,4.97,-1.9699999999999998
2.225,3.0,4.96,-1.96
2.228,3.0,4.86,-1.8600000000000003
2.231,3.0,4.84,-1.8399999999999999
2.234,3.0,4.83,-1.83
2.237,3.0,4.75,-1.75
2.24,3.0,4.73,-1.7300000000000004
2.243,3.0,4.7,-1.7000000000000002
2.246,3.0,4.66,-1.6600000000000001
2.249,3.0,4.65,-1.6500000000000004
2.252,3.0,4.62,-1.62
2.256,3.0,4.55,-1.5499999999999998
2.259,3.0,4.51,-1.5099999999999998
2.262,3.0,4.48,-1.4800000000000004
2.265,3.0,0.0,3.0
2.267,3.0,4.45,-1.4500000000000002
2.27,3.0,4.4,-1.4000000000000004
2.273,3.0,4.42,-1.42
2.276,3.0,4.33,-1.33
2.279,3.0,4.36,-1.3600000000000003
2.282,3.0,4.3,-1.2999999999999998
2.285,3.0,4.25,-1.25
2.288,3.0,4.24,-1.2400000000000002
2.291,3.0,4.25,-1.25
2.294,3.0,4.1,-1.0999999999999996
2.298,3.0,4.11,-1.1100000000000003
2.301,3.0,4.38,-1.38
2.304,3.0,4.46,-1.46
2.307,3.0,4.71,-1.71
2.31,3.0,4.88,-1.88
2.313,3.0,4.86,-1.8600000000000003
2.316,3.0,4.72,-1.7199999999999998
2.319,3.0,4.7,-1.7000000000000002
2.322,3.0,4.78,-1.7800000000000002
2.325,3.0,4.62,-1.62
2.328,3.0,4.6,-1.5999999999999996
2.331,3.0,4.74,-1.7400000000000002
2.334,3.0,4.61,-1.6100000000000003
2.337,3.0,4.51,-1.5099999999999998
2.34,3.0,4.67,-1.67
2.343,3.0,4.58,-1.58
2.346,3.0,0.0,3.0
2.349,3.0,4.48,-1.4800000000000004
2.352,3.0,4.58,-1.58
2.355,3.0,4.52,-1.5199999999999996
2.358,3.0,4.46,-1.46
2.361,3.0,4.5,-1.5
2.364,3.0,4.48,-1.4800000000000004
2.367,3.0,4.38,-1.38
2.37,3.0,4.43,-1.4299999999999997
2.373,3.0,4.4,-1.4000000000000004
2.376,3.0,4.28,-1.2800000000000002
2.379,3.0,4.31,-1.3099999999999996
2.382,3.0,4.36,-1.3600000000000003
2.385,3.0,4.3,-1.2999999999999998
2.388,3.0,4.24,-1.2400000000000002
2.391,3.0,4.32,-1.3200000000000003
2.394,3.0,4.26,-1.2599999999999998
2.397,3.0,4.14,-1.1399999999999997
2.4,3.0,4.25,-1.25
2.403,3.0,4.23,-1.2300000000000004
2.406,3.0,4.1,-1.0999999999999996
2.409,3.0,4.19,-1.1900000000000004
