Time_sec,Reference_Force_N,Actual_Force_N,Error_N
0.951,1.0,-44.84,45.84
0.954,1.0,-44.78,45.78
0.957,1.0,-44.72,45.72
0.96,1.0,-44.8,45.8
0.963,1.0,-44.9,45.9
0.966,1.0,-44.85,45.85
0.969,1.0,-44.9,45.9
0.972,1.0,0.0,1.0
0.974,1.0,-45.02,46.02
0.977,1.0,-44.97,45.97
0.98,1.0,-44.93,45.93
0.983,1.0,-44.97,45.97
0.986,1.0,-44.96,45.96
0.99,1.0,-44.94,45.94
0.993,1.0,-45.13,46.13
0.996,1.0,-45.09,46.09
0.999,1.0,-44.99,45.99
1.002,1.0,-45.12,46.12
1.005,1.0,-45.0,46.0
1.008,1.0,-44.99,45.99
1.011,1.0,-45.13,46.13
1.014,1.0,-45.11,46.11
1.017,1.0,-45.05,46.05
1.02,1.0,-45.21,46.21
1.023,1.0,-45.21,46.21
1.026,1.0,-45.02,46.02
1.029,1.0,-45.05,46.05
1.032,1.0,-45.15,46.15
1.035,1.0,-45.09,46.09
1.038,1.0,-45.15,46.15
1.041,1.0,-45.24,46.24
1.044,1.0,-45.2,46.2
1.047,1.0,-45.2,46.2
1.05,1.0,0.0,1.0
1.053,1.0,-45.24,46.24
1.056,1.0,-45.17,46.17
1.059,1.0,-45.08,46.08
1.062,1.0,-45.24,46.24
1.065,1.0,-45.3,46.3
1.068,1.0,-45.19,46.19
1.071,1.0,-45.39,46.39
1.074,1.0,-45.28,46.28
1.077,1.0,-45.14,46.14
1.08,1.0,-45.3,46.3
1.083,1.0,-45.36,46.36
1.086,1.0,-45.28,46.28
1.089,1.0,-45.31,46.31
1.092,1.0,-45.41,46.41
1.095,1.0,-45.34,46.34
1.098,1.0,-45.32,46.32
1.101,1.0,-45.36,46.36
1.105,1.0,-45.27,46.27
1.108,1.0,-45.31,46.31
1.111,1.0,-45.47,46.47
1.114,1.0,-45.37,46.37
1.117,1.0,-45.29,46.29
1.12,1.0,-45.37,46.37
1.123,1.0,-45.45,46.45
1.126,1.0,-45.31,46.31
1.129,1.0,-45.37,46.37
1.132,1.0,0.0,1.0
1.134,1.0,-45.43,46.43
1.137,1.0,-45.41,46.41
1.14,1.0,-45.57,46.57
1.143,1.0,-45.51,46.51
1.146,1.0,-45.44,46.44
1.15,1.0,-45.48,46.48
1.153,1.0,-45.45,46.45
1.156,1.0,-45.41,46.41
1.159,1.0,-45.42,46.42
1.162,1.0,-45.48,46.48
1.165,1.0,-45.46,46.46
1.168,1.0,-45.42,46.42
1.171,1.0,-45.55,46.55
1.174,1.0,-45.42,46.42
1.177,1.0,-45.43,46.43
1.18,1.0,-45.52,46.52
1.183,1.0,-45.52,46.52
1.186,1.0,-45.43,46.43
1.189,1.0,-45.51,46.51
1.192,1.0,-45.58,46.58
1.195,1.0,-45.53,46.53
1.198,1.0,-45.59,46.59
1.201,1.0,-45.63,46.63
1.204,1.0,-45.52,46.52
1.207,1.0,-45.55,46.55
1.21,1.0,-45.63,46.63
1.213,1.0,0.0,1.0
1.216,1.0,-45.59,46.59
1.219,1.0,-45.49,46.49
1.222,1.0,-45.59,46.59
1.225,1.0,-45.61,46.61
1.228,1.0,-45.56,46.56
1.231,1.0,-45.63,46.63
1.234,1.0,-45.62,46.62
1.237,1.0,-45.58,46.58
1.24,1.0,-45.63,46.63
1.243,1.0,-45.62,46.62
1.246,1.0,-45.56,46.56
1.249,1.0,-45.63,46.63
1.252,1.0,-45.68,46.68
1.255,1.0,-45.61,46.61
1.258,1.0,-45.58,46.58
1.261,1.0,-45.66,46.66
1.265,1.0,-45.63,46.63
1.268,1.0,-45.53,46.53
1.271,1.0,-45.63,46.63
1.274,1.0,-45.69,46.69
1.277,1.0,-45.6,46.6
1.28,1.0,-45.74,46.74
1.283,1.0,-45.72,46.72
1.286,1.0,-45.63,46.63
1.289,1.0,-45.73,46.73
1.292,1.0,-45.82,46.82
1.295,1.0,0.0,1.0
1.297,1.0,-45.69,46.69
1.3,1.0,-45.72,46.72
1.303,1.0,-45.77,46.77
1.307,1.0,-45.59,46.59
1.31,1.0,-45.63,46.63
1.313,1.0,-45.82,46.82
1.316,1.0,-45.8,46.8
1.319,1.0,-45.65,46.65
1.322,1.0,-45.79,46.79
1.325,1.0,-45.79,46.79
1.328,1.0,-45.76,46.76
1.331,1.0,-45.75,46.75
1.334,1.0,-45.62,46.62
1.337,1.0,-45.55,46.55
1.34,1.0,-45.63,46.63
1.343,1.0,-45.78,46.78
1.346,1.0,-45.68,46.68
1.349,1.0,-45.71,46.71
1.352,1.0,-45.79,46.79
1.355,1.0,-45.67,46.67
1.358,1.0,-45.73,46.73
1.361,1.0,-45.75,46.75
1.364,1.0,-45.67,46.67
1.367,1.0,-45.69,46.69
1.37,1.0,-45.75,46.75
1.373,1.0,-45.62,46.62
1.376,1.0,0.0,1.0
1.379,1.0,-45.66,46.66
1.382,1.0,-45.8,46.8
1.385,1.0,-45.87,46.87
1.388,1.0,-45.72,46.72
1.391,1.0,-45.74,46.74
1.394,1.0,-45.7,46.7
1.397,1.0,-45.68,46.68
1.4,1.0,-45.81,46.81
1.403,1.0,-45.86,46.86
1.406,1.0,-45.69,46.69
1.409,1.0,-45.71,46.71
1.412,1.0,-45.93,46.93
1.415,1.0,-45.87,46.87
1.418,1.0,-45.73,46.73
1.422,1.0,-45.9,46.9
1.425,1.0,-45.87,46.87
1.428,1.0,-45.78,46.78
1.431,1.0,-45.91,46.91
1.434,1.0,-45.95,46.95
1.437,1.0,-45.83,46.83
1.44,1.0,-45.79,46.79
1.443,1.0,-45.83,46.83
1.446,1.0,-45.77,46.77
1.449,1.0,-45.86,46.86
1.452,1.0,-45.9,46.9
1.455,1.0,-45.81,46.81
1.458,1.0,0.0,1.0
1.46,1.0,-45.89,46.89
1.464,1.0,-45.91,46.91
1.467,1.0,-45.81,46.81
1.47,1.0,-45.85,46.85
1.473,1.0,-45.92,46.92
1.476,1.0,-45.86,46.86
1.479,1.0,-45.75,46.75
1.482,1.0,-45.92,46.92
1.485,1.0,-45.84,46.84
1.488,1.0,-45.77,46.77
1.491,1.0,-45.94,46.94
1.494,1.0,-45.84,46.84
1.497,1.0,-45.74,46.74
1.5,1.0,-45.88,46.88
1.503,1.0,-45.92,46.92
1.506,1.0,-45.8,46.8
1.509,1.0,-45.82,46.82
1.512,1.0,-45.99,46.99
1.515,1.0,-45.88,46.88
1.518,1.0,-45.88,46.88
1.521,1.0,-46.01,47.01
1.524,1.0,-45.91,46.91
1.527,1.0,-45.99,46.99
1.53,1.0,-46.07,47.07
1.533,1.0,-46.0,47.0
1.536,1.0,-45.9,46.9
1.54,1.0,0.0,1.0
1.542,0.0,-45.95,45.95
1.545,0.0,-46.0,46.0
1.548,0.0,-45.93,45.93
1.551,0.0,-46.17,46.17
1.554,0.0,-46.53,46.53
1.557,0.0,-47.01,47.01
1.56,0.0,-47.22,47.22
1.563,0.0,-47.16,47.16
1.566,0.0,-47.05,47.05
1.569,0.0,-46.97,46.97
1.572,0.0,-46.94,46.94
1.575,0.0,-46.93,46.93
1.578,0.0,-46.9,46.9
1.582,0.0,-46.86,46.86
1.585,0.0,-46.8,46.8
1.588,0.0,-46.78,46.78
1.591,0.0,-46.77,46.77
1.594,0.0,-46.81,46.81
1.597,0.0,-46.88,46.88
1.6,0.0,-46.95,46.95
1.603,0.0,-47.0,47.0
1.606,0.0,-46.93,46.93
1.609,0.0,-46.86,46.86
1.612,0.0,-46.82,46.82
1.615,0.0,-46.75,46.75
1.618,0.0,-46.86,46.86
1.621,0.0,0.0,0.0
1.624,0.0,-47.01,47.01
1.627,0.0,-47.12,47.12
1.63,0.0,-47.27,47.27
1.633,0.0,-47.36,47.36
1.636,0.0,-47.4,47.4
1.639,0.0,-47.42,47.42
1.642,0.0,-47.47,47.47
1.645,0.0,-47.45,47.45
1.648,0.0,-47.49,47.49
1.651,0.0,-47.43,47.43
1.654,0.0,-47.44,47.44
1.657,0.0,-47.4,47.4
1.66,0.0,-47.39,47.39
1.663,0.0,-47.48,47.48
1.666,0.0,-47.52,47.52
1.669,0.0,-47.45,47.45
1.672,0.0,-47.44,47.44
1.675,0.0,-47.47,47.47
1.678,0.0,-47.45,47.45
1.681,0.0,-47.45,47.45
1.684,0.0,-47.52,47.52
1.687,0.0,-47.51,47.51
1.69,0.0,-47.49,47.49
1.693,0.0,-47.46,47.46
1.697,0.0,-47.44,47.44
1.7,0.0,-47.48,47.48
1.703,0.0,0.0,0.0
1.705,0.0,-47.5,47.5
1.708,0.0,-47.53,47.53
1.711,0.0,-47.56,47.56
1.714,0.0,-47.5,47.5
1.717,0.0,-47.48,47.48
1.72,0.0,-47.51,47.51
1.723,0.0,-47.45,47.45
1.726,0.0,-47.49,47.49
1.729,0.0,-47.47,47.47
1.732,0.0,-47.46,47.46
1.735,0.0,-47.48,47.48
1.739,0.0,-47.51,47.51
1.742,0.0,-47.46,47.46
1.745,0.0,-47.46,47.46
1.748,0.0,-47.54,47.54
1.751,0.0,-47.61,47.61
1.754,0.0,-47.61,47.61
1.757,0.0,-47.51,47.51
1.76,0.0,-47.45,47.45
1.763,0.0,-47.46,47.46
1.766,0.0,-47.48,47.48
1.769,0.0,-47.54,47.54
1.772,0.0,-47.54,47.54
1.775,0.0,-47.51,47.51
1.778,0.0,-47.49,47.49
1.781,0.0,-47.49,47.49
1.784,0.0,0.0,0.0
1.787,0.0,-47.5,47.5
1.79,0.0,-47.52,47.52
1.793,0.0,-47.45,47.45
1.796,0.0,-47.52,47.52
1.799,0.0,-47.57,47.57
1.802,0.0,-47.55,47.55
1.805,0.0,-47.54,47.54
1.808,0.0,-47.54,47.54
1.811,0.0,-47.56,47.56
1.814,0.0,-47.56,47.56
1.817,0.0,-47.56,47.56
1.82,0.0,-47.57,47.57
1.823,0.0,-47.56,47.56
1.826,0.0,-47.56,47.56
1.829,0.0,-47.57,47.57
1.832,0.0,-47.53,47.53
1.835,0.0,-47.53,47.53
1.838,0.0,-47.57,47.57
1.841,0.0,-47.56,47.56
1.844,0.0,-47.53,47.53
1.847,0.0,-47.53,47.53
1.85,0.0,-47.58,47.58
1.854,0.0,-47.56,47.56
1.857,0.0,-47.48,47.48
1.86,0.0,-47.5,47.5
1.863,0.0,0.0,0.0
1.865,0.0,-47.54,47.54
1.868,0.0,-47.63,47.63
1.871,0.0,-47.57,47.57
1.874,0.0,-47.51,47.51
1.877,0.0,-47.54,47.54
1.88,0.0,-47.51,47.51
1.883,0.0,-47.49,47.49
1.886,0.0,-47.51,47.51
1.889,0.0,-47.52,47.52
1.892,0.0,-47.53,47.53
1.896,0.0,-47.51,47.51
1.899,0.0,-47.57,47.57
1.902,0.0,-47.54,47.54
1.905,0.0,-47.56,47.56
1.908,0.0,-47.62,47.62
1.911,0.0,-47.65,47.65
1.914,0.0,-47.58,47.58
1.917,0.0,-47.6,47.6
1.92,0.0,-47.62,47.62
1.923,0.0,-47.62,47.62
1.926,0.0,-47.57,47.57
1.929,0.0,-47.58,47.58
1.932,0.0,-47.58,47.58
1.935,0.0,-47.58,47.58
1.938,0.0,-47.59,47.59
1.941,0.0,-47.58,47.58
1.944,0.0,0.0,0.0
1.947,0.0,-47.59,47.59
1.95,0.0,-47.56,47.56
1.953,0.0,-47.55,47.55
1.956,0.0,-47.65,47.65
1.959,0.0,-47.64,47.64
1.962,0.0,-47.52,47.52
1.965,0.0,-47.61,47.61
1.968,0.0,-47.63,47.63
1.971,0.0,-47.61,47.61
1.974,0.0,-47.62,47.62
1.977,0.0,-47.61,47.61
1.98,0.0,-47.6,47.6
1.983,0.0,-47.61,47.61
1.986,0.0,-47.64,47.64
1.989,0.0,-47.62,47.62
1.992,0.0,-47.62,47.62
1.995,0.0,-47.65,47.65
1.998,0.0,-47.61,47.61
2.001,0.0,-47.64,47.64
2.004,0.0,-47.58,47.58
2.007,0.0,-47.6,47.6
2.01,0.0,-47.64,47.64
2.014,0.0,-47.68,47.68
2.017,0.0,-47.64,47.64
2.02,0.0,-47.66,47.66
2.023,0.0,-47.66,47.66
2.026,0.0,0.0,0.0
2.028,0.0,-47.65,47.65
2.031,0.0,-47.62,47.62
2.034,0.0,-47.59,47.59
2.037,0.0,-47.61,47.61
2.04,0.0,-47.57,47.57
2.043,0.0,-47.56,47.56
2.046,0.0,-47.61,47.61
2.049,0.0,-47.63,47.63
2.052,0.0,-47.66,47.66
2.056,0.0,-47.68,47.68
2.059,0.0,-47.67,47.67
2.062,0.0,-47.63,47.63
2.065,0.0,-47.66,47.66
2.068,0.0,-47.66,47.66
2.071,0.0,-47.63,47.63
2.074,0.0,-47.62,47.62
2.077,0.0,-47.65,47.65
2.08,0.0,-47.64,47.64
2.083,0.0,-47.64,47.64
2.086,0.0,-47.67,47.67
2.089,0.0,-47.64,47.64
2.092,0.0,-47.65,47.65
2.095,0.0,-47.65,47.65
2.098,0.0,-47.65,47.65
2.101,0.0,-47.66,47.66
2.104,0.0,-47.67,47.67
2.107,0.0,0.0,0.0
2.11,0.0,-47.63,47.63
2.113,0.0,-47.64,47.64
2.116,0.0,-47.68,47.68
2.119,0.0,-47.68,47.68
2.122,0.0,-47.68,47.68
2.125,0.0,-47.69,47.69
2.128,0.0,-47.71,47.71
2.131,0.0,-47.73,47.73
2.134,0.0,-47.71,47.71
2.137,0.0,-47.64,47.64
2.14,0.0,-47.58,47.58
2.143,0.0,-47.65,47.65
2.146,0.0,-47.72,47.72
2.149,0.0,-47.74,47.74
2.152,0.0,-47.66,47.66
2.155,0.0,-47.62,47.62
2.158,0.0,-47.63,47.63
2.161,0.0,-47.67,47.67
2.164,0.0,-47.68,47.68
2.167,0.0,-47.71,47.71
2.171,0.0,-47.7,47.7
2.174,0.0,-47.73,47.73
2.177,0.0,-47.71,47.71
2.18,0.0,-47.64,47.64
2.183,0.0,-47.63,47.63
2.186,0.0,-47.66,47.66
2.189,0.0,0.0,0.0
2.191,0.0,-47.69,47.69
2.194,0.0,-47.69,47.69
2.197,0.0,-47.72,47.72
2.2,0.0,-47.76,47.76
2.203,0.0,-47.69,47.69
2.206,0.0,-47.67,47.67
2.209,0.0,-47.69,47.69
2.213,0.0,-47.67,47.67
2.216,0.0,-47.68,47.68
2.219,0.0,-47.7,47.7
2.222,0.0,-47.71,47.71
2.225,0.0,-47.74,47.74
2.228,0.0,-47.74,47.74
2.231,0.0,-47.69,47.69
2.234,0.0,-47.75,47.75
2.237,0.0,-47.78,47.78
2.24,0.0,-47.77,47.77
2.243,0.0,-47.72,47.72
2.246,0.0,-47.7,47.7
2.249,0.0,-47.67,47.67
2.252,0.0,-47.64,47.64
2.255,0.0,-47.68,47.68
2.258,0.0,-47.66,47.66
2.261,0.0,-47.69,47.69
2.264,0.0,-47.7,47.7
2.267,0.0,-47.72,47.72
2.27,0.0,0.0,0.0
2.273,0.0,-47.73,47.73
2.276,0.0,-47.7,47.7
2.279,0.0,-47.71,47.71
2.282,0.0,-47.74,47.74
2.285,0.0,-47.71,47.71
2.288,0.0,-47.7,47.7
2.291,0.0,-47.72,47.72
2.294,0.0,-47.73,47.73
2.297,0.0,-47.81,47.81
2.3,0.0,-47.81,47.81
2.303,0.0,-47.77,47.77
2.306,0.0,-47.77,47.77
2.309,0.0,-47.8,47.8
2.312,0.0,-47.74,47.74
2.315,0.0,-47.75,47.75
2.318,0.0,-47.71,47.71
2.321,0.0,-47.65,47.65
2.324,0.0,-47.73,47.73
2.327,0.0,-47.74,47.74
2.331,0.0,-47.69,47.69
2.334,0.0,-47.7,47.7
2.337,0.0,-47.79,47.79
2.34,0.0,-47.79,47.79
2.343,0.0,-47.74,47.74
2.346,0.0,-47.73,47.73
2.349,0.0,-47.75,47.75
2.352,0.0,0.0,0.0
2.354,0.0,-47.75,47.75
2.357,0.0,-47.76,47.76
2.36,0.0,-47.78,47.78
2.363,0.0,-47.78,47.78
2.366,0.0,-47.79,47.79
2.369,0.0,-47.75,47.75
2.373,0.0,-47.72,47.72
2.376,0.0,-47.79,47.79
2.379,0.0,-47.83,47.83
2.382,0.0,-47.76,47.76
2.385,0.0,-47.8,47.8
2.388,0.0,-47.85,47.85
2.391,0.0,-47.81,47.81
2.394,0.0,-47.77,47.77
2.397,0.0,-47.76,47.76
2.4,0.0,-47.76,47.76
2.403,0.0,-47.71,47.71
2.406,0.0,-47.74,47.74
2.409,0.0,-47.73,47.73
2.412,0.0,-47.72,47.72
2.415,0.0,-47.77,47.77
2.418,0.0,-47.84,47.84
2.421,0.0,-47.79,47.79
2.424,0.0,-47.8,47.8
2.427,0.0,-47.84,47.84
2.43,0.0,-47.78,47.78
2.433,0.0,0.0,0.0
2.436,0.0,-47.73,47.73
2.439,0.0,-47.73,47.73
2.442,0.0,-47.73,47.73
2.445,0.0,-47.67,47.67
2.448,0.0,-47.72,47.72
2.451,0.0,-47.77,47.77
2.454,0.0,-47.78,47.78
2.457,0.0,-47.83,47.83
2.46,0.0,-47.75,47.75
2.463,0.0,-47.7,47.7
2.466,0.0,-47.73,47.73
2.469,0.0,-47.77,47.77
2.472,0.0,-47.78,47.78
