Time_sec,Reference_Force_N,Actual_Force_N,Error_N
0.772,1.0,-10.59,11.59
0.775,1.0,-10.58,11.58
0.778,1.0,-10.59,11.59
0.781,1.0,-10.61,11.61
0.784,1.0,-10.6,11.6
0.788,1.0,-10.6,11.6
0.791,1.0,-10.6,11.6
0.794,1.0,-10.59,11.59
0.797,1.0,-10.61,11.61
0.8,1.0,-10.61,11.61
0.803,1.0,-10.63,11.63
0.806,1.0,0.0,1.0
0.808,1.0,-10.6,11.6
0.811,1.0,-10.58,11.58
0.814,1.0,-10.6,11.6
0.817,1.0,-10.6,11.6
0.82,1.0,-10.59,11.59
0.823,1.0,-10.62,11.62
0.826,1.0,-10.61,11.61
0.83,1.0,-10.59,11.59
0.833,1.0,-10.57,11.57
0.836,1.0,-10.56,11.56
0.839,1.0,-10.6,11.6
0.842,1.0,-10.58,11.58
0.845,1.0,-10.55,11.55
0.848,1.0,-10.57,11.57
0.851,1.0,-10.6,11.6
0.854,1.0,-10.61,11.61
0.857,1.0,-10.59,11.59
0.86,1.0,-10.58,11.58
0.863,1.0,-10.6,11.6
0.866,1.0,-10.6,11.6
0.869,1.0,-10.6,11.6
0.872,1.0,-10.58,11.58
0.875,1.0,-10.57,11.57
0.878,1.0,-10.59,11.59
0.881,1.0,-10.6,11.6
0.884,1.0,-10.61,11.61
0.887,1.0,0.0,1.0
0.89,1.0,-10.61,11.61
0.893,1.0,-10.61,11.61
0.896,1.0,-10.61,11.61
0.899,1.0,-10.6,11.6
0.902,1.0,-10.6,11.6
0.905,1.0,-10.6,11.6
0.908,1.0,-10.6,11.6
0.911,1.0,-10.59,11.59
0.914,1.0,-10.58,11.58
0.917,1.0,-10.6,11.6
0.92,1.0,-10.6,11.6
0.923,1.0,-10.56,11.56
0.926,1.0,-10.58,11.58
0.929,1.0,-10.61,11.61
0.932,1.0,-10.61,11.61
0.935,1.0,-10.58,11.58
0.938,1.0,-10.6,11.6
0.941,1.0,-10.6,11.6
0.945,1.0,-10.59,11.59
0.948,1.0,-10.56,11.56
0.951,1.0,-10.58,11.58
0.954,1.0,-10.63,11.63
0.957,1.0,-10.63,11.63
0.96,1.0,-10.62,11.62
0.963,1.0,-10.61,11.61
0.966,1.0,-10.61,11.61
0.969,1.0,0.0,1.0
0.971,1.0,-10.6,11.6
0.974,1.0,-10.59,11.59
0.977,1.0,-10.6,11.6
0.98,1.0,-10.59,11.59
0.983,1.0,-10.59,11.59
0.987,1.0,-10.61,11.61
0.99,1.0,-10.63,11.63
0.993,1.0,-10.63,11.63
0.996,1.0,-10.59,11.59
0.999,1.0,-10.6,11.6
1.002,1.0,-10.61,11.61
1.005,1.0,-10.62,11.62
1.008,1.0,-10.63,11.63
1.011,1.0,-10.61,11.61
1.014,1.0,-10.61,11.61
1.017,1.0,-10.64,11.64
1.02,1.0,-10.6,11.6
1.023,1.0,-10.6,11.6
1.026,1.0,-10.63,11.63
1.029,1.0,-10.6,11.6
1.032,1.0,-10.58,11.58
1.035,1.0,-10.62,11.62
1.038,1.0,-10.62,11.62
1.041,1.0,-10.63,11.63
1.044,1.0,-10.62,11.62
1.047,1.0,-10.59,11.59
1.05,1.0,0.0,1.0
1.053,1.0,-10.59,11.59
1.056,1.0,-10.6,11.6
1.059,1.0,-10.6,11.6
1.062,1.0,-10.59,11.59
1.065,1.0,-10.59,11.59
1.068,1.0,-10.6,11.6
1.071,1.0,-10.59,11.59
1.074,1.0,-10.61,11.61
1.077,1.0,-10.61,11.61
1.08,1.0,-10.6,11.6
1.083,1.0,-10.58,11.58
1.086,1.0,-10.58,11.58
1.089,1.0,-10.6,11.6
1.092,1.0,-10.59,11.59
1.095,1.0,-10.56,11.56
1.098,1.0,-10.59,11.59
1.101,1.0,-10.6,11.6
1.105,1.0,-10.57,11.57
1.108,1.0,-10.58,11.58
1.111,1.0,-10.6,11.6
1.114,1.0,-10.6,11.6
1.117,1.0,-10.61,11.61
1.12,1.0,-10.61,11.61
1.123,1.0,-10.61,11.61
1.126,1.0,-10.61,11.61
1.129,1.0,-10.61,11.61
1.132,1.0,0.0,1.0
1.134,1.0,-10.6,11.6
1.137,1.0,-10.58,11.58
1.14,1.0,-10.58,11.58
1.143,1.0,-10.6,11.6
1.147,1.0,-10.6,11.6
1.15,1.0,-10.63,11.63
1.153,1.0,-10.62,11.62
1.156,1.0,-10.6,11.6
1.159,1.0,-10.57,11.57
1.162,1.0,-10.58,11.58
1.165,1.0,-10.6,11.6
1.168,1.0,-10.59,11.59
1.171,1.0,-10.59,11.59
1.174,1.0,-10.61,11.61
1.177,1.0,-10.59,11.59
1.18,1.0,-10.57,11.57
1.183,1.0,-10.57,11.57
1.186,1.0,-10.57,11.57
1.189,1.0,-10.58,11.58
1.192,1.0,-10.61,11.61
1.195,1.0,-10.62,11.62
1.198,1.0,-10.59,11.59
1.201,1.0,-10.59,11.59
1.204,1.0,-10.6,11.6
1.207,1.0,-10.61,11.61
1.21,1.0,-10.59,11.59
1.213,1.0,0.0,1.0
1.216,1.0,-10.58,11.58
1.219,1.0,-10.6,11.6
1.222,1.0,-10.6,11.6
1.225,1.0,-10.61,11.61
1.228,1.0,-10.63,11.63
1.231,1.0,-10.62,11.62
1.234,1.0,-10.58,11.58
1.237,1.0,-10.58,11.58
1.24,1.0,-10.57,11.57
1.243,1.0,-10.6,11.6
1.246,1.0,-10.59,11.59
1.249,1.0,-10.59,11.59
1.252,1.0,-10.62,11.62
1.255,1.0,-10.6,11.6
1.258,1.0,-10.57,11.57
1.262,1.0,-10.58,11.58
1.265,1.0,-10.6,11.6
1.268,1.0,-10.61,11.61
1.271,1.0,-10.62,11.62
1.274,1.0,-10.59,11.59
1.277,1.0,-10.59,11.59
1.28,1.0,-10.6,11.6
1.283,1.0,-10.59,11.59
1.286,1.0,-10.59,11.59
1.289,1.0,-10.61,11.61
1.292,1.0,-10.6,11.6
1.295,1.0,0.0,1.0
1.297,1.0,-10.6,11.6
1.3,1.0,-10.6,11.6
1.304,1.0,-10.58,11.58
1.307,1.0,-10.58,11.58
1.31,1.0,-10.58,11.58
1.313,1.0,-10.59,11.59
1.316,1.0,-10.6,11.6
1.319,1.0,-10.6,11.6
1.322,1.0,-10.59,11.59
1.325,1.0,-10.59,11.59
1.328,1.0,-10.59,11.59
1.331,1.0,-10.6,11.6
1.334,1.0,-10.62,11.62
1.337,1.0,-10.63,11.63
1.34,1.0,-10.61,11.61
1.343,1.0,-10.58,11.58
1.346,1.0,-10.59,11.59
1.349,1.0,-10.57,11.57
1.352,1.0,-10.56,11.56
1.355,1.0,-10.58,11.58
1.358,1.0,-10.6,11.6
1.361,1.0,-10.62,11.62
1.364,1.0,-10.64,11.64
1.367,1.0,-10.63,11.63
1.37,1.0,-10.6,11.6
1.373,1.0,-10.59,11.59
1.376,1.0,0.0,1.0
1.379,1.0,-10.59,11.59
1.382,1.0,-10.57,11.57
1.385,1.0,-10.61,11.61
1.388,1.0,-10.6,11.6
1.391,1.0,-10.59,11.59
1.394,1.0,-10.6,11.6
1.397,1.0,-10.58,11.58
1.4,1.0,-10.59,11.59
1.403,1.0,-10.59,11.59
1.406,1.0,-10.59,11.59
1.409,1.0,-10.61,11.61
1.412,1.0,-10.59,11.59
1.415,1.0,-10.6,11.6
1.418,1.0,-10.6,11.6
1.422,1.0,-10.59,11.59
1.425,1.0,-10.59,11.59
1.428,1.0,-10.59,11.59
1.431,1.0,-10.59,11.59
1.434,1.0,-10.58,11.58
1.437,1.0,-10.58,11.58
1.44,1.0,-10.59,11.59
1.443,1.0,-10.58,11.58
1.446,1.0,-10.58,11.58
1.449,1.0,-10.59,11.59
1.452,1.0,-10.58,11.58
1.455,1.0,-10.58,11.58
1.458,1.0,0.0,1.0
1.46,1.0,-10.58,11.58
1.464,1.0,-10.6,11.6
1.467,1.0,-10.6,11.6
1.47,1.0,-10.6,11.6
1.473,1.0,-10.62,11.62
1.476,1.0,-10.59,11.59
1.479,1.0,-10.58,11.58
1.482,1.0,-10.58,11.58
1.485,1.0,-10.59,11.59
1.488,1.0,-10.61,11.61
1.491,1.0,-10.59,11.59
1.494,1.0,-10.61,11.61
1.497,1.0,-10.61,11.61
1.5,1.0,-10.61,11.61
1.503,1.0,-10.58,11.58
1.506,3.0,-10.57,13.57
1.509,3.0,-10.59,13.59
1.512,3.0,-10.58,13.58
1.515,3.0,-10.58,13.58
1.518,3.0,-10.61,13.61
1.521,3.0,-10.6,13.6
1.524,3.0,-10.62,13.62
1.527,3.0,-10.61,13.61
1.53,3.0,-10.62,13.62
1.533,3.0,-10.59,13.59
1.537,3.0,-10.59,13.59
1.54,3.0,0.0,3.0
1.542,3.0,-10.6,13.6
1.545,3.0,-10.59,13.59
1.548,3.0,-10.58,13.58
1.551,3.0,-10.54,13.54
1.554,3.0,-10.55,13.55
1.557,3.0,-10.57,13.57
1.56,3.0,-10.55,13.55
1.563,3.0,-10.56,13.56
1.566,3.0,-10.55,13.55
1.569,3.0,-10.55,13.55
1.572,3.0,-10.54,13.54
1.575,3.0,-10.52,13.52
1.579,3.0,-10.53,13.53
1.582,3.0,-10.54,13.54
1.585,3.0,-10.53,13.53
1.588,3.0,-10.52,13.52
1.591,3.0,-10.51,13.51
1.594,3.0,-10.49,13.49
1.597,3.0,-10.51,13.51
1.6,3.0,-10.51,13.51
1.603,3.0,-10.51,13.51
1.606,3.0,-10.51,13.51
1.609,3.0,-10.51,13.51
1.612,3.0,-10.49,13.49
1.615,3.0,-10.47,13.47
1.618,3.0,-10.45,13.45
1.621,3.0,0.0,3.0
1.624,3.0,-10.46,13.46
1.627,3.0,-10.46,13.46
1.63,3.0,-10.45,13.45
1.633,3.0,-10.44,13.44
1.636,3.0,-10.43,13.43
1.639,3.0,-10.43,13.43
1.642,3.0,-10.42,13.42
1.645,3.0,-10.4,13.4
1.648,3.0,-10.41,13.41
1.651,3.0,-10.41,13.41
1.654,3.0,-10.39,13.39
1.657,3.0,-10.35,13.35
1.66,3.0,-10.34,13.34
1.663,3.0,-10.33,13.33
1.666,3.0,-10.37,13.37
1.669,3.0,-10.38,13.38
1.672,3.0,-10.35,13.35
1.675,3.0,-10.31,13.31
1.678,3.0,-10.27,13.27
1.681,3.0,-10.31,13.31
1.684,3.0,-10.31,13.31
1.687,3.0,-10.33,13.33
1.69,3.0,-10.32,13.32
1.694,3.0,-10.27,13.27
1.697,3.0,-10.27,13.27
1.7,3.0,-10.25,13.25
1.703,3.0,0.0,3.0
1.705,3.0,-10.21,13.21
1.708,3.0,-10.21,13.21
1.711,3.0,-10.21,13.21
1.714,3.0,-10.22,13.22
1.717,3.0,-10.23,13.23
1.72,3.0,-10.21,13.21
1.723,3.0,-10.21,13.21
1.726,3.0,-10.2,13.2
1.729,3.0,-10.19,13.19
1.732,3.0,-10.21,13.21
1.736,3.0,-10.19,13.19
1.739,3.0,-10.18,13.18
1.742,3.0,-10.19,13.19
1.745,3.0,-10.17,13.17
1.748,3.0,-10.15,13.15
1.751,3.0,-10.14,13.14
1.754,3.0,-10.14,13.14
1.757,3.0,-10.12,13.12
1.76,3.0,-10.1,13.1
1.763,3.0,-10.09,13.09
1.766,3.0,-10.07,13.07
1.769,3.0,-10.08,13.08
1.772,3.0,-10.11,13.11
1.775,3.0,-10.07,13.07
1.778,3.0,-10.03,13.03
1.781,3.0,-10.01,13.01
1.784,3.0,0.0,3.0
1.787,3.0,-10.05,13.05
1.79,3.0,-10.03,13.03
1.793,3.0,-10.03,13.03
1.796,3.0,-9.99,12.99
1.799,3.0,-9.95,12.95
1.802,3.0,-9.97,12.97
1.805,3.0,-9.95,12.95
1.808,3.0,-9.91,12.91
1.811,3.0,-9.89,12.89
1.814,3.0,-9.92,12.92
1.817,3.0,-9.89,12.89
1.82,3.0,-9.87,12.87
1.823,3.0,-9.84,12.84
1.826,3.0,-9.83,12.83
1.829,3.0,-9.8,12.8
1.832,3.0,-9.82,12.82
1.835,3.0,-9.77,12.77
1.838,3.0,-9.75,12.75
1.841,3.0,-9.77,12.77
1.844,3.0,-9.74,12.74
1.847,3.0,-9.72,12.72
1.85,3.0,-9.68,12.68
1.854,3.0,-9.67,12.67
1.857,3.0,-9.67,12.67
1.86,3.0,-9.66,12.66
1.863,3.0,-9.62,12.62
1.866,3.0,0.0,3.0
1.868,3.0,-9.61,12.61
1.871,3.0,-9.61,12.61
1.874,3.0,-9.59,12.59
1.877,3.0,-9.53,12.53
1.88,3.0,-9.54,12.54
1.883,3.0,-9.57,12.57
1.886,3.0,-9.57,12.57
1.889,3.0,-9.57,12.57
1.892,3.0,-9.58,12.58
1.896,3.0,-9.57,12.57
1.899,3.0,-9.56,12.56
1.902,3.0,-9.53,12.53
1.905,3.0,-9.52,12.52
1.908,3.0,-9.54,12.54
1.911,3.0,-9.56,12.56
1.914,3.0,-9.53,12.53
1.917,3.0,-9.52,12.52
1.92,3.0,-9.52,12.52
1.923,3.0,-9.51,12.51
1.926,3.0,-9.47,12.47
1.929,3.0,-9.48,12.48
1.932,3.0,-9.5,12.5
1.935,3.0,-9.46,12.46
1.938,3.0,-9.43,12.43
1.941,3.0,-9.41,12.41
1.944,3.0,-9.4,12.4
1.947,3.0,0.0,3.0
1.95,3.0,-9.41,12.41
1.953,3.0,-9.41,12.41
1.956,3.0,-9.4,12.4
1.959,3.0,-9.39,12.39
1.962,3.0,-9.38,12.38
1.965,3.0,-9.36,12.36
1.968,3.0,-9.34,12.34
1.971,3.0,-9.34,12.34
1.974,3.0,-9.32,12.32
1.977,3.0,-9.28,12.28
1.98,3.0,-9.3,12.3
1.983,3.0,-9.31,12.31
1.986,3.0,-9.26,12.26
1.989,3.0,-9.24,12.24
1.992,3.0,-9.25,12.25
1.995,3.0,-9.27,12.27
1.998,3.0,-9.26,12.26
2.001,3.0,-9.22,12.22
2.004,3.0,-9.19,12.19
2.007,3.0,-9.19,12.19
2.011,3.0,-9.17,12.17
2.014,3.0,-9.15,12.15
2.017,3.0,-9.16,12.16
2.02,3.0,-9.15,12.15
2.023,3.0,-9.14,12.14
2.026,3.0,-9.11,12.11
2.029,3.0,0.0,3.0
2.031,3.0,-9.09,12.09
2.034,3.0,-9.09,12.09
2.037,3.0,-9.1,12.1
2.04,3.0,-9.08,12.08
2.043,3.0,-9.03,12.03
2.046,3.0,-9.04,12.04
2.049,3.0,-9.02,12.02
2.053,3.0,-9.05,12.05
2.056,3.0,-9.04,12.04
2.059,3.0,-9.01,12.01
2.062,3.0,-9.0,12.0
2.065,3.0,-9.0,12.0
2.068,3.0,-9.0,12.0
2.071,3.0,-9.0,12.0
2.074,3.0,-8.97,11.97
2.077,3.0,-8.99,11.99
2.08,3.0,-9.0,12.0
2.083,3.0,-9.01,12.01
2.086,3.0,-8.99,11.99
2.089,3.0,-8.96,11.96
2.092,3.0,-8.98,11.98
2.095,3.0,-9.01,12.01
2.098,3.0,-9.0,12.0
2.101,3.0,-9.0,12.0
2.104,3.0,-9.01,12.01
2.107,3.0,-9.0,12.0
2.11,3.0,0.0,3.0
2.113,3.0,-8.97,11.97
2.116,3.0,-8.97,11.97
2.119,3.0,-8.97,11.97
2.122,3.0,-8.97,11.97
2.125,3.0,-8.96,11.96
2.128,3.0,-8.95,11.95
2.131,3.0,-8.91,11.91
2.134,3.0,-8.89,11.89
2.137,3.0,-8.89,11.89
2.14,3.0,-8.86,11.86
2.143,3.0,-8.84,11.84
2.146,3.0,-8.86,11.86
2.149,3.0,-8.85,11.85
2.152,3.0,-8.82,11.82
2.155,3.0,-8.82,11.82
2.158,3.0,-8.82,11.82
2.161,3.0,-8.82,11.82
2.164,3.0,-8.8,11.8
2.167,3.0,-8.76,11.76
2.171,3.0,-8.77,11.77
2.174,3.0,-8.78,11.78
2.177,3.0,-8.75,11.75
2.18,3.0,-8.75,11.75
2.183,3.0,-8.73,11.73
2.186,3.0,-8.72,11.72
2.189,3.0,-8.66,11.66
2.192,3.0,0.0,3.0
2.194,3.0,-8.62,11.62
2.197,3.0,-8.62,11.62
2.2,3.0,-8.6,11.6
2.203,3.0,-8.6,11.6
2.206,3.0,-8.57,11.57
2.209,3.0,-8.57,11.57
2.213,3.0,-8.58,11.58
2.216,3.0,-8.56,11.56
2.219,3.0,-8.54,11.54
2.222,3.0,-8.55,11.55
2.225,3.0,-8.5,11.5
2.228,3.0,-8.46,11.46
2.231,3.0,-8.45,11.45
2.234,3.0,-8.46,11.46
2.237,3.0,-8.46,11.46
2.24,3.0,-8.43,11.43
2.243,3.0,-8.39,11.39
2.246,3.0,-8.34,11.34
2.249,3.0,-8.34,11.34
2.252,3.0,-8.35,11.35
2.255,3.0,-8.35,11.35
2.258,3.0,-8.3,11.3
2.261,3.0,-8.27,11.27
2.264,3.0,-8.29,11.29
2.267,3.0,-8.28,11.28
2.27,3.0,-8.27,11.27
2.273,3.0,0.0,3.0
2.276,3.0,-8.26,11.26
2.279,3.0,-8.29,11.29
2.282,3.0,-8.26,11.26
2.285,3.0,-8.26,11.26
2.288,3.0,-8.27,11.27
2.291,3.0,-8.25,11.25
2.294,3.0,-8.23,11.23
2.297,3.0,-8.21,11.21
2.3,3.0,-8.2,11.2
2.303,3.0,-8.22,11.22
2.306,3.0,-8.23,11.23
2.309,3.0,-8.19,11.19
2.312,3.0,-8.2,11.2
2.315,3.0,-8.18,11.18
2.318,3.0,-8.2,11.2
2.321,3.0,-8.21,11.21
2.324,3.0,-8.21,11.21
2.328,3.0,-8.18,11.18
2.331,3.0,-8.17,11.17
2.334,3.0,-8.17,11.17
2.337,3.0,-8.14,11.14
2.34,3.0,-8.14,11.14
2.343,3.0,-8.15,11.15
2.346,3.0,-8.11,11.11
2.349,3.0,-8.1,11.1
2.352,3.0,-8.14,11.14
2.355,3.0,0.0,3.0
2.357,3.0,-8.13,11.13
2.36,3.0,-8.1,11.1
2.363,3.0,-8.09,11.09
2.366,3.0,-8.11,11.11
2.37,3.0,-8.12,11.12
2.373,3.0,-8.08,11.08
2.376,3.0,-8.08,11.08
2.379,3.0,-8.09,11.09
2.382,3.0,-8.08,11.08
2.385,3.0,-8.04,11.04
2.388,3.0,-8.06,11.06
2.391,3.0,-8.05,11.05
2.394,3.0,-8.02,11.02
2.397,3.0,-8.01,11.01
2.4,3.0,-8.01,11.01
2.403,3.0,-8.0,11.0
2.406,3.0,-8.01,11.01
2.409,3.0,-7.99,10.99
2.412,3.0,-7.97,10.969999999999999
2.415,3.0,-7.94,10.940000000000001
2.418,3.0,-7.94,10.940000000000001
2.421,3.0,-7.94,10.940000000000001
2.424,3.0,-7.93,10.93
2.427,3.0,-7.92,10.92
2.43,3.0,-7.9,10.9
2.433,3.0,-7.92,10.92
2.436,3.0,0.0,3.0
2.439,3.0,-7.94,10.940000000000001
2.442,3.0,-7.93,10.93
2.445,3.0,-7.89,10.89
2.448,3.0,-7.84,10.84
2.451,3.0,-7.84,10.84
2.454,3.0,-7.86,10.86
2.457,3.0,-7.85,10.85
2.46,3.0,-7.87,10.870000000000001
2.463,3.0,-7.92,10.92
2.466,3.0,-7.92,10.92
2.469,3.0,-7.89,10.89
