Time_sec,Reference_Force_N,Actual_Force_N,Error_N
0.65,1.0,-59.77,60.77
0.653,1.0,-59.76,60.76
0.656,1.0,-59.71,60.71
0.659,1.0,-59.73,60.73
0.662,1.0,-59.77,60.77
0.665,1.0,-59.78,60.78
0.668,1.0,-59.77,60.77
0.671,1.0,-59.73,60.73
0.674,1.0,-59.76,60.76
0.677,1.0,-59.78,60.78
0.68,1.0,-59.78,60.78
0.683,1.0,-59.81,60.81
0.686,1.0,-59.8,60.8
0.689,1.0,0.0,1.0
0.692,1.0,-59.79,60.79
0.695,1.0,-59.81,60.81
0.698,1.0,-59.79,60.79
0.701,1.0,-59.8,60.8
0.704,1.0,-59.79,60.79
0.707,1.0,-59.77,60.77
0.71,1.0,-59.8,60.8
0.713,1.0,-59.8,60.8
0.716,1.0,-59.77,60.77
0.719,1.0,-59.78,60.78
0.722,1.0,-59.8,60.8
0.725,1.0,-59.77,60.77
0.728,1.0,-59.75,60.75
0.731,1.0,-59.74,60.74
0.734,1.0,-59.78,60.78
0.737,1.0,-59.79,60.79
0.74,1.0,-59.81,60.81
0.743,1.0,-59.8,60.8
0.746,1.0,-59.76,60.76
0.749,1.0,-59.77,60.77
0.752,0.0,-59.82,59.82
0.756,0.0,-59.83,59.83
0.759,0.0,-59.82,59.82
0.762,0.0,-59.8,59.8
0.765,0.0,-59.8,59.8
0.768,0.0,-59.83,59.83
0.771,0.0,0.0,0.0
0.773,0.0,-59.87,59.87
0.776,0.0,-59.85,59.85
0.779,0.0,-59.85,59.85
0.782,0.0,-59.82,59.82
0.785,0.0,-59.82,59.82
0.788,0.0,-59.84,59.84
0.791,0.0,-59.88,59.88
0.794,0.0,-59.85,59.85
0.798,0.0,-59.83,59.83
0.801,0.0,-59.83,59.83
0.804,0.0,-59.79,59.79
0.807,0.0,-59.84,59.84
0.81,0.0,-59.86,59.86
0.813,0.0,-59.83,59.83
0.816,0.0,-59.85,59.85
0.819,0.0,-59.84,59.84
0.822,0.0,-59.79,59.79
0.825,0.0,-59.78,59.78
0.828,0.0,-59.83,59.83
0.831,0.0,-59.83,59.83
0.834,0.0,-59.81,59.81
0.837,0.0,-59.79,59.79
0.84,0.0,-59.82,59.82
0.843,0.0,-59.86,59.86
0.846,0.0,-59.85,59.85
0.849,0.0,-59.81,59.81
0.852,0.0,0.0,0.0
0.855,0.0,-59.82,59.82
0.858,0.0,-59.85,59.85
0.861,0.0,-59.87,59.87
0.864,0.0,-59.8,59.8
0.867,0.0,-59.81,59.81
0.87,0.0,-59.82,59.82
0.873,0.0,-59.81,59.81
0.876,0.0,-59.8,59.8
0.879,0.0,-59.79,59.79
0.882,0.0,-59.87,59.87
0.885,0.0,-59.9,59.9
0.888,0.0,-59.83,59.83
0.891,0.0,-59.82,59.82
0.894,0.0,-59.78,59.78
0.897,0.0,-59.81,59.81
0.9,0.0,-59.86,59.86
0.903,0.0,-59.82,59.82
0.906,0.0,-59.82,59.82
0.909,0.0,-59.85,59.85
0.913,0.0,-59.88,59.88
0.916,0.0,-59.84,59.84
0.919,0.0,-59.81,59.81
0.922,0.0,-59.82,59.82
0.925,0.0,-59.82,59.82
0.928,0.0,-59.84,59.84
0.931,0.0,-59.78,59.78
0.934,0.0,0.0,0.0
0.936,0.0,-59.76,59.76
0.939,0.0,-59.82,59.82
0.942,0.0,-59.82,59.82
0.945,0.0,-59.82,59.82
0.948,0.0,-59.84,59.84
0.951,0.0,-59.84,59.84
0.955,0.0,-59.84,59.84
0.958,0.0,-59.87,59.87
0.961,0.0,-59.83,59.83
0.964,0.0,-59.79,59.79
0.967,0.0,-59.89,59.89
0.97,0.0,-59.79,59.79
0.973,0.0,-59.8,59.8
0.976,0.0,-59.81,59.81
0.979,0.0,-59.78,59.78
0.982,0.0,-59.8,59.8
0.985,0.0,-59.83,59.83
0.988,0.0,-59.79,59.79
0.991,0.0,-59.83,59.83
0.994,0.0,-59.8,59.8
0.997,0.0,-59.79,59.79
1.0,0.0,-59.8,59.8
1.003,0.0,-59.79,59.79
1.006,0.0,-59.89,59.89
1.009,0.0,-59.89,59.89
1.012,0.0,-59.85,59.85
1.015,0.0,0.0,0.0
1.018,0.0,-59.86,59.86
1.021,0.0,-59.84,59.84
1.024,0.0,-59.8,59.8
1.027,0.0,-59.85,59.85
1.03,0.0,-59.86,59.86
1.033,0.0,-59.83,59.83
1.036,0.0,-59.86,59.86
1.039,0.0,-59.91,59.91
1.042,0.0,-59.87,59.87
1.045,0.0,-59.86,59.86
1.048,0.0,-59.88,59.88
1.051,0.0,-59.87,59.87
1.054,0.0,-59.82,59.82
1.057,0.0,-59.76,59.76
1.06,0.0,-59.85,59.85
1.063,0.0,-59.87,59.87
1.066,0.0,-59.84,59.84
1.069,0.0,-59.88,59.88
1.073,0.0,-59.86,59.86
1.076,0.0,-59.81,59.81
1.079,0.0,-59.86,59.86
1.082,0.0,-59.86,59.86
1.085,0.0,-59.82,59.82
1.088,0.0,-59.81,59.81
1.091,0.0,-59.83,59.83
1.094,0.0,-59.81,59.81
1.097,0.0,0.0,0.0
1.099,0.0,-59.78,59.78
1.102,0.0,-59.78,59.78
1.105,0.0,-59.8,59.8
1.108,0.0,-59.82,59.82
1.111,0.0,-59.87,59.87
1.115,0.0,-59.89,59.89
1.118,0.0,-59.87,59.87
1.121,0.0,-59.89,59.89
1.124,0.0,-59.81,59.81
1.127,0.0,-59.82,59.82
1.13,0.0,-59.81,59.81
1.133,0.0,-59.85,59.85
1.136,0.0,-59.88,59.88
1.139,0.0,-59.84,59.84
1.142,0.0,-59.77,59.77
1.145,0.0,-59.81,59.81
1.148,0.0,-59.87,59.87
1.151,0.0,-59.81,59.81
1.154,0.0,-59.79,59.79
1.157,0.0,-59.79,59.79
1.16,0.0,-59.83,59.83
1.163,0.0,-59.89,59.89
1.166,0.0,-59.86,59.86
1.169,0.0,-59.83,59.83
1.172,0.0,-59.82,59.82
1.175,0.0,0.0,0.0
1.178,0.0,-59.84,59.84
1.181,0.0,-59.81,59.81
1.184,0.0,-59.78,59.78
1.187,0.0,-59.8,59.8
1.19,0.0,-59.8,59.8
1.193,0.0,-59.81,59.81
1.196,0.0,-59.84,59.84
1.199,0.0,-59.79,59.79
1.202,0.0,-59.78,59.78
1.205,0.0,-59.84,59.84
1.208,0.0,-59.85,59.85
1.211,0.0,-59.81,59.81
1.214,0.0,-59.86,59.86
1.217,0.0,-59.84,59.84
1.22,0.0,-59.81,59.81
1.223,0.0,-59.77,59.77
1.226,0.0,-59.81,59.81
1.23,0.0,-59.84,59.84
1.233,0.0,-59.86,59.86
1.236,0.0,-59.85,59.85
1.239,0.0,-59.88,59.88
1.242,0.0,-59.85,59.85
1.245,0.0,-59.84,59.84
1.248,0.0,-59.78,59.78
1.251,0.0,-59.8,59.8
1.254,0.0,-59.84,59.84
1.257,0.0,0.0,0.0
1.259,0.0,-59.86,59.86
1.262,0.0,-59.86,59.86
1.265,0.0,-59.84,59.84
1.268,0.0,-59.87,59.87
1.272,0.0,-59.87,59.87
1.275,0.0,-59.88,59.88
1.278,0.0,-59.89,59.89
1.281,0.0,-59.84,59.84
1.284,0.0,-59.87,59.87
1.287,0.0,-59.82,59.82
1.29,0.0,-59.82,59.82
1.293,0.0,-59.85,59.85
1.296,0.0,-59.84,59.84
1.299,0.0,-59.81,59.81
1.302,0.0,-59.82,59.82
1.305,0.0,-59.83,59.83
1.308,0.0,-59.87,59.87
1.311,0.0,-59.85,59.85
1.314,0.0,-59.84,59.84
1.317,0.0,-59.87,59.87
1.32,0.0,-59.85,59.85
1.323,0.0,-59.87,59.87
1.326,0.0,-59.82,59.82
1.329,0.0,-59.85,59.85
1.332,0.0,-59.87,59.87
1.335,0.0,-59.84,59.84
1.338,0.0,0.0,0.0
1.341,0.0,-59.79,59.79
1.344,0.0,-59.84,59.84
1.347,0.0,-59.83,59.83
1.35,0.0,-59.83,59.83
1.353,0.0,-59.83,59.83
1.356,0.0,-59.86,59.86
1.359,0.0,-59.86,59.86
1.362,0.0,-59.79,59.79
1.365,0.0,-59.75,59.75
1.368,0.0,-59.8,59.8
1.371,0.0,-59.81,59.81
1.374,0.0,-59.8,59.8
1.377,0.0,-59.79,59.79
1.38,0.0,-59.83,59.83
1.383,0.0,-59.83,59.83
1.387,0.0,-59.83,59.83
1.39,0.0,-59.83,59.83
1.393,0.0,-59.8,59.8
1.396,0.0,-59.79,59.79
1.399,0.0,-59.8,59.8
1.402,0.0,-59.84,59.84
1.405,0.0,-59.86,59.86
1.408,0.0,-59.84,59.84
1.411,0.0,-59.84,59.84
1.414,0.0,-59.82,59.82
1.417,0.0,-59.79,59.79
1.42,0.0,0.0,0.0
1.422,0.0,-59.82,59.82
1.425,0.0,-59.83,59.83
1.429,0.0,-59.81,59.81
1.432,0.0,-59.85,59.85
1.435,0.0,-59.86,59.86
1.438,0.0,-59.81,59.81
1.441,0.0,-59.81,59.81
1.444,0.0,-59.8,59.8
1.447,0.0,-59.82,59.82
1.45,0.0,-59.84,59.84
1.453,0.0,-59.84,59.84
1.456,0.0,-59.84,59.84
1.459,0.0,-59.87,59.87
1.462,0.0,-59.88,59.88
1.465,0.0,-59.83,59.83
1.468,0.0,-59.85,59.85
1.471,0.0,-59.85,59.85
1.474,0.0,-59.88,59.88
1.477,0.0,-59.89,59.89
1.48,0.0,-59.87,59.87
1.483,0.0,-59.85,59.85
1.486,0.0,-59.85,59.85
1.489,0.0,-59.82,59.82
1.492,0.0,-59.83,59.83
1.495,0.0,-59.84,59.84
1.498,0.0,-59.87,59.87
1.501,0.0,0.0,0.0
1.504,0.0,-59.84,59.84
1.507,3.0,-59.81,62.81
1.51,3.0,-59.74,62.74
1.513,3.0,-59.76,62.76
1.516,3.0,-59.6,62.6
1.519,3.0,-59.37,62.37
1.522,3.0,-59.37,62.37
1.525,3.0,-59.36,62.36
1.528,3.0,-59.27,62.27
1.531,3.0,-59.13,62.13
1.534,3.0,-59.19,62.19
1.537,3.0,-59.22,62.22
1.54,3.0,-59.04,62.04
1.543,3.0,-59.09,62.09
1.547,3.0,-59.14,62.14
1.55,3.0,-59.01,62.01
1.553,3.0,-58.89,61.89
1.556,3.0,-58.87,61.87
1.559,3.0,-58.84,61.84
1.562,3.0,-58.81,61.81
1.565,3.0,-58.71,61.71
1.568,3.0,-58.61,61.61
1.571,3.0,-58.58,61.58
1.574,3.0,-58.47,61.47
1.577,3.0,-58.29,61.29
1.58,3.0,0.0,3.0
1.582,3.0,-58.06,61.06
1.585,3.0,-57.82,60.82
1.589,3.0,-57.7,60.7
1.592,3.0,-57.41,60.41
1.595,3.0,-57.29,60.29
1.598,3.0,-57.08,60.08
1.601,3.0,-56.91,59.91
1.604,3.0,-56.86,59.86
1.607,3.0,-56.75,59.75
1.61,3.0,-56.52,59.52
1.613,3.0,-56.34,59.34
1.616,3.0,-56.11,59.11
1.619,3.0,-55.7,58.7
1.622,3.0,-55.39,58.39
1.625,3.0,-55.04,58.04
1.628,3.0,-54.55,57.55
1.631,3.0,-54.06,57.06
1.634,3.0,-53.53,56.53
1.637,3.0,-52.92,55.92
1.64,3.0,-52.33,55.33
1.643,3.0,-51.75,54.75
1.646,3.0,-51.22,54.22
1.649,3.0,-50.6,53.6
1.652,3.0,-50.15,53.15
1.655,3.0,-49.76,52.76
1.658,3.0,-49.35,52.35
1.662,3.0,0.0,3.0
1.664,3.0,-49.07,52.07
1.667,3.0,-48.63,51.63
1.67,3.0,-48.15,51.15
1.673,3.0,-47.79,50.79
1.676,3.0,-47.39,50.39
1.679,3.0,-46.93,49.93
1.682,3.0,-46.54,49.54
1.685,3.0,-46.15,49.15
1.688,3.0,-45.71,48.71
1.691,3.0,-45.28,48.28
1.694,3.0,-44.9,47.9
1.697,3.0,-44.43,47.43
1.7,3.0,-43.87,46.87
1.704,3.0,-43.33,46.33
1.707,3.0,-42.82,45.82
1.71,3.0,-42.21,45.21
1.713,3.0,-41.74,44.74
1.716,3.0,-41.37,44.37
1.719,3.0,-40.92,43.92
1.722,3.0,-40.57,43.57
1.725,3.0,-40.26,43.26
1.728,3.0,-39.83,42.83
1.731,3.0,-39.58,42.58
1.734,3.0,-39.33,42.33
1.737,3.0,-38.93,41.93
1.74,3.0,-38.63,41.63
1.743,3.0,0.0,3.0
1.746,3.0,-38.37,41.37
1.749,3.0,-37.96,40.96
1.752,3.0,-37.58,40.58
1.755,3.0,-37.23,40.23
1.758,3.0,-36.73,39.73
1.761,3.0,-36.34,39.34
1.764,3.0,-36.12,39.12
1.767,3.0,-35.69,38.69
1.77,3.0,-35.21,38.21
1.773,3.0,-34.87,37.87
1.776,3.0,-34.57,37.57
1.779,3.0,-34.05,37.05
1.782,3.0,-33.52,36.52
1.785,3.0,-33.25,36.25
1.788,3.0,-32.87,35.87
1.791,3.0,-32.47,35.47
1.794,3.0,-32.19,35.19
1.797,3.0,-31.75,34.75
1.8,3.0,-31.44,34.44
1.803,3.0,-31.29,34.29
1.806,3.0,-31.05,34.05
1.809,3.0,-30.92,33.92
1.812,3.0,-30.83,33.83
1.815,3.0,-30.69,33.69
1.818,3.0,-30.26,33.260000000000005
1.822,3.0,-30.14,33.14
1.825,3.0,0.0,3.0
1.827,3.0,-30.11,33.11
1.83,3.0,-29.8,32.8
1.833,3.0,-29.82,32.82
1.836,3.0,-29.64,32.64
1.839,3.0,-29.41,32.41
1.842,3.0,-29.13,32.129999999999995
1.845,3.0,-28.83,31.83
1.848,3.0,-28.73,31.73
1.851,3.0,-28.48,31.48
1.854,3.0,-28.43,31.43
1.857,3.0,-28.16,31.16
1.86,3.0,-27.82,30.82
1.864,3.0,-27.58,30.58
1.867,3.0,-27.31,30.31
1.87,3.0,-26.96,29.96
1.873,3.0,-26.75,29.75
1.876,3.0,-26.39,29.39
1.879,3.0,-25.93,28.93
1.882,3.0,-25.73,28.73
1.885,3.0,-25.47,28.47
1.888,3.0,-24.98,27.98
1.891,3.0,-24.59,27.59
1.894,3.0,-24.28,27.28
1.897,3.0,-23.81,26.81
1.9,3.0,-23.55,26.55
1.903,3.0,-23.2,26.2
1.906,3.0,0.0,3.0
1.909,3.0,-22.89,25.89
1.912,3.0,-22.56,25.56
1.915,3.0,-22.4,25.4
1.918,3.0,-22.17,25.17
1.921,3.0,-21.83,24.83
1.924,3.0,-21.63,24.63
1.927,3.0,-21.72,24.72
1.93,3.0,-21.35,24.35
1.933,3.0,-21.33,24.33
1.936,3.0,-21.29,24.29
1.939,3.0,-21.02,24.02
1.942,3.0,-20.97,23.97
1.945,3.0,-20.91,23.91
1.948,3.0,-20.57,23.57
1.951,3.0,-20.26,23.26
1.954,3.0,-20.25,23.25
1.957,3.0,-20.27,23.27
1.96,3.0,-20.27,23.27
1.963,3.0,-20.14,23.14
1.966,3.0,-20.0,23.0
1.969,3.0,-19.95,22.95
1.972,3.0,-19.91,22.91
1.975,3.0,-19.82,22.82
1.979,3.0,-19.62,22.62
1.982,3.0,-19.55,22.55
1.985,3.0,-19.18,22.18
1.988,3.0,0.0,3.0
1.99,3.0,-18.8,21.8
1.993,3.0,-18.93,21.93
1.996,3.0,-18.91,21.91
1.999,3.0,-18.55,21.55
2.002,3.0,-18.45,21.45
2.005,3.0,-18.33,21.33
2.008,3.0,-18.06,21.06
2.011,3.0,-17.9,20.9
2.014,3.0,-17.62,20.62
2.017,3.0,-17.38,20.38
2.021,3.0,-17.21,20.21
2.024,3.0,-16.99,19.99
2.027,3.0,-16.91,19.91
2.03,3.0,-16.55,19.55
2.033,3.0,-16.43,19.43
2.036,3.0,-16.0,19.0
2.039,3.0,-15.66,18.66
2.042,3.0,-15.49,18.490000000000002
2.045,3.0,-15.28,18.28
2.048,3.0,-14.86,17.86
2.051,3.0,-14.58,17.58
2.054,3.0,-14.4,17.4
2.057,3.0,-14.0,17.0
2.06,3.0,-13.78,16.78
2.063,3.0,-13.62,16.619999999999997
2.066,3.0,0.0,3.0
2.069,3.0,-13.05,16.05
2.072,3.0,-12.84,15.84
2.075,3.0,-12.81,15.81
2.078,3.0,-12.68,15.68
2.081,3.0,-12.53,15.53
2.084,3.0,-12.39,15.39
2.087,3.0,-12.28,15.28
2.09,3.0,-12.09,15.09
2.093,3.0,-11.78,14.78
2.096,3.0,-11.65,14.65
2.099,3.0,-11.61,14.61
2.102,3.0,-11.61,14.61
2.105,3.0,-11.44,14.44
2.108,3.0,-11.35,14.35
2.111,3.0,-11.41,14.41
2.114,3.0,-11.41,14.41
2.117,3.0,-11.51,14.51
2.12,3.0,-11.39,14.39
2.123,3.0,-11.39,14.39
2.126,3.0,-11.33,14.33
2.129,3.0,-11.31,14.31
2.132,3.0,-11.14,14.14
2.136,3.0,-11.08,14.08
2.139,3.0,-11.06,14.06
2.142,3.0,-11.19,14.19
2.145,3.0,-11.31,14.31
2.148,3.0,0.0,3.0
2.15,3.0,-11.26,14.26
2.153,3.0,-11.34,14.34
2.156,3.0,-11.45,14.45
2.159,3.0,-11.4,14.4
2.162,3.0,-11.48,14.48
2.165,3.0,-11.61,14.61
2.168,3.0,-11.58,14.58
2.171,3.0,-11.56,14.56
2.174,3.0,-11.7,14.7
2.178,3.0,-11.69,14.69
2.181,3.0,-11.74,14.74
2.184,3.0,-11.88,14.88
2.187,3.0,-11.77,14.77
2.19,3.0,-11.72,14.72
2.193,3.0,-11.86,14.86
2.196,3.0,-11.99,14.99
2.199,3.0,-11.85,14.85
2.202,3.0,-11.89,14.89
2.205,3.0,-12.06,15.06
2.208,3.0,-12.01,15.01
2.211,3.0,-12.1,15.1
2.214,3.0,-12.13,15.13
2.217,3.0,-12.04,15.04
2.22,3.0,-12.09,15.09
2.223,3.0,-12.21,15.21
2.226,3.0,-12.15,15.15
2.229,3.0,0.0,3.0
2.232,3.0,-12.18,15.18
2.235,3.0,-12.27,15.27
2.238,3.0,-12.24,15.24
2.241,3.0,-12.22,15.22
2.244,3.0,-12.4,15.4
2.247,3.0,-12.38,15.38
2.25,3.0,-12.32,15.32
2.253,3.0,-12.33,15.33
2.256,3.0,-12.33,15.33
2.259,3.0,-12.26,15.26
2.262,0.0,-12.35,12.35
2.265,0.0,-12.53,12.53
2.268,0.0,-12.56,12.56
2.271,0.0,-13.19,13.19
2.274,0.0,-13.66,13.66
2.277,0.0,-13.96,13.96
2.28,0.0,-14.37,14.37
2.283,0.0,-14.97,14.97
2.286,0.0,-15.64,15.64
2.289,0.0,-16.38,16.38
2.292,0.0,-17.05,17.05
2.296,0.0,-17.38,17.38
2.299,0.0,-17.82,17.82
2.302,0.0,-18.23,18.23
2.305,0.0,-18.75,18.75
2.308,0.0,-19.29,19.29
2.311,0.0,0.0,0.0
2.313,0.0,-19.43,19.43
2.316,0.0,-19.69,19.69
2.319,0.0,-20.17,20.17
2.322,0.0,-20.76,20.76
2.325,0.0,-21.27,21.27
2.328,0.0,-21.6,21.6
2.331,0.0,-21.81,21.81
2.334,0.0,-22.24,22.24
2.338,0.0,-22.86,22.86
2.341,0.0,-23.3,23.3
2.344,0.0,-23.6,23.6
2.347,0.0,-23.89,23.89
2.35,0.0,-24.12,24.12
2.353,0.0,-24.39,24.39
2.356,0.0,-24.77,24.77
2.359,0.0,-25.23,25.23
2.362,0.0,-25.67,25.67
2.365,0.0,-25.95,25.95
2.368,0.0,-26.03,26.03
2.371,0.0,-26.15,26.15
2.374,0.0,-26.43,26.43
2.377,0.0,-26.94,26.94
2.38,0.0,-27.35,27.35
2.383,0.0,-27.71,27.71
2.386,0.0,-28.14,28.14
2.389,0.0,-28.33,28.33
2.392,0.0,0.0,0.0
2.395,0.0,-28.4,28.4
2.398,0.0,-28.57,28.57
2.401,0.0,-28.86,28.86
2.404,0.0,-29.24,29.24
2.407,0.0,-29.62,29.62
2.41,0.0,-30.0,30.0
2.413,0.0,-30.33,30.33
2.416,0.0,-30.37,30.37
2.419,0.0,-30.42,30.42
2.422,0.0,-30.69,30.69
2.425,0.0,-31.07,31.07
2.428,0.0,-31.44,31.44
2.431,0.0,-31.67,31.67
2.434,0.0,-32.01,32.01
2.437,0.0,-32.4,32.4
2.44,0.0,-32.55,32.55
2.443,0.0,-32.5,32.5
2.446,0.0,-32.67,32.67
2.449,0.0,-33.05,33.05
2.453,0.0,-33.39,33.39
2.456,0.0,-33.55,33.55
2.459,0.0,-33.94,33.94
2.462,0.0,-34.32,34.32
2.465,0.0,-34.38,34.38
2.468,0.0,-34.43,34.43
2.471,0.0,-34.39,34.39
