Timestamp (ms),Encoder1,Encoder2,Loadcell
1747627228350,87.9,45.64,4.87
1747627228450,88.09,45.62,4.928
1747627228550,92.71,45.53,4.853
1747627228650,104.22,45.22,5.068
1747627228750,107.43,45.11,5.027
1747627228850,106.46,45.09,5.052
1747627228950,106.44,45.09,5.234
1747627229050,106.66,45.13,5.209
1747627229150,107.28,45.16,5.184
1747627229250,111.36,45.09,5.201
1747627229350,115.41,45.0,5.234
1747627229450,118.0,44.94,5.342
1747627229550,121.34,44.85,5.54
1747627229650,125.23,44.76,5.499
1747627229750,134.55,44.52,5.54
1747627229850,138.96,44.41,5.814
1747627229950,140.96,44.32,6.153
1747627230050,144.11,44.28,6.137
1747627230150,148.06,44.17,6.054
1747627230250,142.79,44.19,6.17
1747627230350,142.79,44.19,6.07
1747627230450,142.79,44.21,5.88
1747627230550,143.03,44.23,5.872
1747627230650,144.11,44.23,5.83
1747627230750,151.01,44.1,5.805
1747627230851,156.63,43.86,5.946
1747627230951,160.19,43.77,6.128
1747627231051,161.93,43.73,6.344
1747627231151,167.51,43.55,6.716
1747627231251,175.55,43.35,6.907
1747627231351,183.26,43.11,6.965
1747627231451,187.64,42.94,7.304
1747627231551,187.35,42.92,7.18
1747627231651,187.48,42.96,7.172
1747627231751,187.5,42.96,7.263
1747627231851,187.53,42.98,7.106
1747627231951,187.9,42.96,6.948
1747627232051,188.12,42.96,7.048
1747627232151,189.15,42.92,7.106
1747627232251,195.44,42.83,7.081
1747627232350,203.0,42.54,6.965
1747627232451,210.75,42.32,7.13
1747627232551,221.08,42.08,7.462
1747627232651,223.94,41.99,8.041
1747627232751,223.98,41.97,8.066
1747627232851,223.96,41.97,7.901
1747627232951,227.32,41.95,7.71
1747627233051,240.13,41.66,7.718
1747627233151,247.47,41.51,7.669
1747627233251,255.8,41.29,7.95
1747627233351,267.56,40.98,8.257
1747627233451,273.03,40.83,8.439
1747627233551,273.03,40.83,8.621
1747627233651,271.36,40.85,8.828
1747627233751,271.23,40.83,8.952
1747627233851,271.18,40.78,8.778
1747627233951,272.52,40.83,8.82
1747627234051,273.36,40.83,8.72
1747627234151,282.65,40.59,8.588
1747627234251,289.75,40.41,8.745
1747627234351,294.91,40.26,8.828
1747627234451,301.15,40.12,9.093
1747627234551,310.32,39.84,9.35
1747627234651,320.18,39.55,9.54
1747627234751,323.19,39.42,9.772
1747627234851,322.95,39.47,9.921
1747627234951,322.97,39.44,10.062
1747627235051,323.3,39.47,9.888
1747627235151,328.49,39.31,9.921
1747627235251,339.23,38.92,9.938
1747627235351,344.53,38.81,10.029
1747627235452,350.92,38.61,10.642
1747627235552,359.41,38.32,10.774
1747627235652,7.93,38.08,10.832
1747627235752,9.23,38.08,10.915
1747627235852,9.38,38.08,11.039
1747627235952,9.36,38.08,11.081
1747627236052,11.69,38.02,10.832
1747627236152,24.35,37.64,10.609
1747627236252,32.32,37.42,10.725
1747627236352,39.05,37.22,11.412
1747627236452,51.42,36.92,12.041
1747627236552,62.69,36.72,12.116
1747627236652,73.09,36.41,12.207
1747627236752,72.69,36.37,12.712
1747627236852,72.67,36.39,12.712
1747627236952,73.72,36.34,12.737
1747627237052,84.84,36.13,12.547
1747627237152,90.73,36.02,12.596
1747627237252,100.07,35.75,12.928
1747627237352,108.71,35.58,12.944
1747627237452,115.41,35.4,13.242
1747627237552,122.0,35.2,13.424
1747627237652,136.68,34.83,13.665
1747627237752,138.83,34.74,13.88
1747627237852,138.79,34.72,14.17
1747627237952,138.79,34.74,14.219
1747627238052,139.91,34.72,14.104
1747627238152,146.17,34.57,14.079
1747627238252,155.53,34.28,14.087
1747627238352,162.61,34.08,14.41
1747627238452,169.46,33.88,14.634
1747627238552,179.77,33.6,14.816
1747627238652,193.61,33.16,15.048
1747627238752,202.47,32.87,15.395
1747627238852,202.71,32.96,15.669
1747627238952,202.71,32.87,15.859
1747627239052,207.87,32.74,15.644
1747627239152,224.18,32.41,15.561
1747627239252,241.82,32.02,15.801
1747627239353,251.84,31.77,15.942
1747627239453,261.56,31.53,16.588
1747627239553,270.87,31.31,16.952
1747627239653,281.0,31.01,17.292
1747627239753,280.01,31.01,17.474
1747627239853,279.99,31.03,17.482
1747627239953,280.19,31.03,17.408
1747627240053,282.1,30.96,17.193
1747627240153,296.52,30.65,17.101
1747627240253,304.45,30.48,17.366
1747627240353,315.37,30.17,17.698
1747627240453,320.6,29.99,17.963
1747627240553,326.42,29.77,18.112
1747627240653,337.45,29.4,18.344
1747627240753,339.92,29.31,18.443
1747627240853,340.07,29.34,18.791
1747627240953,339.59,29.36,18.865
1747627241053,341.41,29.31,18.642
1747627241153,355.5,28.9,18.335
1747627241253,7.71,28.57,18.559
1747627241353,15.29,28.35,19.172
1747627241453,24.19,28.06,19.445
1747627241553,36.5,27.73,19.569
1747627241653,52.67,27.4,19.71
1747627241753,51.64,27.45,20.075
1747627241853,51.64,27.27,20.563
1747627241953,52.47,27.27,20.563
1747627242053,56.98,27.2,20.389
1747627242153,73.17,26.83,20.306
1747627242253,82.89,26.52,20.464
1747627242353,85.39,26.52,20.986
1747627242453,88.31,26.48,20.952
1747627242553,88.45,26.43,20.638
1747627242653,88.45,26.43,20.679
1747627242753,85.13,26.41,20.737
1747627242853,84.47,26.41,20.547
1747627242953,84.45,26.24,20.364
1747627243053,87.68,26.41,20.389
1747627243153,99.26,26.19,20.381
1747627243254,113.87,25.89,20.306
1747627243353,120.99,25.69,20.613
1747627243453,134.13,25.4,21.217
1747627243554,141.27,25.18,21.408
1747627243654,139.49,25.14,21.747
1747627243754,139.47,25.12,21.607
1747627243854,141.14,25.12,21.143
1747627243954,149.86,24.94,20.878
1747627244054,163.24,24.52,20.994
1747627244154,175.02,24.17,21.433
1747627244254,184.96,23.91,21.946
1747627244354,195.85,23.58,22.36
1747627244454,207.3,22.63,22.799
1747627244554,207.06,23.25,23.072
1747627244654,207.06,23.23,23.429
1747627244754,208.01,23.23,23.337
1747627244854,222.86,22.87,23.288
1747627244954,242.57,22.41,23.28
1747627245054,253.82,22.24,24.075
1747627245154,265.23,21.84,24.381
1747627245254,273.47,21.6,24.48
1747627245354,289.79,21.12,24.538
1747627245454,289.07,21.12,24.77
1747627245554,289.07,21.1,25.11
1747627245654,289.29,21.07,25.019
1747627245754,290.87,21.05,24.803
1747627245854,303.59,20.77,24.745
1747627245954,307.94,20.63,24.936
1747627246054,315.9,20.35,25.458
1747627246154,321.96,20.15,25.723
1747627246254,329.35,19.91,25.979
1747627246354,343.26,19.47,26.36
1747627246454,343.08,19.45,26.733
1747627246554,343.19,19.38,26.741
1747627246654,343.48,19.4,26.692
1747627246754,344.46,19.4,26.6
1747627246854,353.69,19.21,26.443
1747627246954,6.48,18.77,26.294
1747627247054,17.86,18.44,26.526
1747627247154,32.65,18.0,27.271
1747627247254,54.06,17.43,27.669
1747627247354,51.77,17.38,28.017
1747627247455,51.64,17.38,28.547
1747627247555,51.62,17.4,28.58
1747627247654,53.22,17.38,28.389
1747627247755,55.48,17.36,28.174
1747627247855,70.05,17.07,28.207
1747627247955,81.85,16.79,28.455
1747627248055,87.5,16.63,28.737
1747627248155,88.12,16.63,29.118
1747627248255,88.14,16.61,29.375
1747627248355,87.02,16.59,29.11
1747627248455,85.87,16.59,28.952
1747627248555,85.83,16.57,29.101
1747627248655,87.5,16.55,29.135
1747627248755,95.5,16.41,29.159
1747627248855,111.69,16.02,29.184
1747627248955,123.43,15.76,29.35
1747627249055,139.03,15.34,29.888
1747627249155,148.57,15.07,30.41
1747627249255,150.9,14.92,31.006
1747627249355,150.87,14.94,31.205
1747627249455,150.87,14.92,31.114
1747627249555,151.75,15.01,30.932
1747627249655,153.97,14.83,30.932
1747627249755,164.04,14.55,30.998
1747627249855,173.77,14.28,31.213
1747627249955,187.48,13.87,31.959
1747627250055,200.38,13.47,32.464
1747627250155,218.33,12.99,33.002
1747627250255,220.73,12.88,33.83
1747627250355,220.71,12.88,34.642
1747627250455,220.73,12.88,34.965
1747627250555,226.6,12.72,35.014
1747627250655,240.44,12.48,34.923
1747627250755,253.23,12.13,35.106
1747627250855,267.36,11.78,35.959
1747627250955,277.71,11.45,36.629
1747627251055,292.19,11.07,37.325
1747627251155,303.79,10.77,37.772
1747627251255,300.63,10.72,38.484
1747627251355,300.58,10.68,39.097
1747627251456,300.56,10.7,39.13
1747627251556,303.53,10.68,39.006
1747627251656,315.26,10.37,38.733
1747627251756,325.35,10.02,38.783
1747627251858,331.41,9.8,39.379
1747627251956,341.56,9.45,40.952
1747627252056,358.15,8.99,41.449
1747627252156,3.89,8.88,41.946
1747627252256,4.33,8.75,42.741
1747627252356,4.33,8.75,43.13
