Timestamp (ms),Encoder1,Encoder2,Loadcell
1747001291800,86.49,228.86,140.141
1747001291900,86.47,228.9,140.226
1747001292000,86.53,228.9,140.217
1747001292100,86.47,228.88,139.849
1747001292200,86.49,228.9,139.868
1747001292300,86.45,228.86,139.746
1747001292400,86.47,228.88,137.898
1747001292500,86.58,228.88,137.615
1747001292600,86.42,228.88,137.776
1747001292700,86.45,228.88,135.759
1747001292800,86.45,228.86,134.892
1747001292900,86.03,228.9,134.892
1747001293000,86.51,228.9,133.139
1747001293100,86.51,228.9,130.49
1747001293200,86.47,228.88,130.877
1747001293300,86.49,228.86,132.064
1747001293400,86.42,228.88,130.773
1747001293500,86.51,228.88,129.566
1747001293600,86.47,228.88,129.576
1747001293700,86.47,228.86,129.566
1747001293800,86.45,228.9,129.802
1747001293900,86.45,228.82,131.64
1747001294000,86.47,228.88,131.225
1747001294100,86.53,228.86,131.555
1747001294200,86.49,228.88,132.008
1747001294301,86.42,228.88,132.234
1747001294401,86.25,228.9,132.469
1747001294501,86.47,228.9,133.355
1747001294601,86.4,228.9,134.034
1747001294701,86.47,228.86,133.299
1747001294801,86.45,228.84,132.894
1747001294901,86.47,228.88,132.582
1747001295001,86.56,228.88,129.83
1747001295101,86.47,228.86,128.256
1747001295201,86.45,228.88,127.879
1747001295301,86.47,228.88,129.764
1747001295401,86.45,228.9,130.877
1747001295501,86.45,228.9,130.961
1747001295601,86.45,228.9,130.867
1747001295701,86.49,228.77,130.716
1747001295801,86.45,228.88,130.669
1747001295901,86.42,228.88,130.924
1747001296001,86.47,228.88,130.434
1747001296101,86.73,228.88,130.038
1747001296201,86.47,228.9,131.31
1747001296301,86.45,228.88,132.828
1747001296401,86.47,228.95,133.657
1747001296501,86.45,229.14,132.545
1747001296601,86.47,229.14,133.242
1747001296701,86.42,228.66,134.232
1747001296801,86.47,228.09,135.259
1747001296901,86.47,227.61,135.108
1747001297001,86.49,226.64,135.108
1747001297101,85.79,224.64,135.448
1747001297201,86.16,223.39,135.231
1747001297301,86.58,220.47,136.051
1747001297401,86.62,218.29,137.097
1747001297501,86.75,212.99,138.822
1747001297601,86.75,210.16,140.311
1747001297701,86.71,206.18,142.554
1747001297801,86.73,203.52,144.298
1747001297901,86.75,202.45,145.401
1747001298001,86.8,199.63,147.135
1747001298101,86.75,197.94,147.059
1747001298201,86.95,196.54,147.625
1747001298301,86.95,190.16,146.522
1747001298401,86.97,187.77,146.437
1747001298501,87.0,185.22,149.246
1747001298601,87.02,181.88,151.819
1747001298701,87.0,181.07,153.044
1747001298802,87.08,181.04,154.336
1747001298902,87.06,180.25,156.155
1747001299002,87.08,179.15,156.183
1747001299102,87.15,176.87,154.138
1747001299202,87.13,176.76,153.242
1747001299302,87.17,175.79,153.035
1747001299402,87.21,174.43,150.104
1747001299502,87.21,172.01,146.946
1747001299602,87.24,171.81,147.672
1747001299702,87.3,170.58,148.709
1747001299802,87.3,168.96,146.541
1747001299902,87.32,169.02,144.618
1747001300002,87.35,169.0,141.96
1747001300102,87.37,168.96,138.153
1747001300202,87.37,168.94,136.06
1747001300302,87.32,168.94,136.221
1747001300402,87.32,167.53,137.352
1747001300502,87.41,163.64,137.936
1747001300602,87.5,161.57,138.784
1747001300702,87.59,158.76,140.924
1747001300802,87.59,153.38,146.607
1747001300902,87.61,151.2,149.566
1747001301002,87.63,150.17,151.122
1747001301102,87.65,148.21,151.697
1747001301202,87.65,146.28,154.656
1747001301302,87.72,143.71,156.107
1747001301402,87.7,143.34,156.541
1747001301502,87.83,138.52,158.379
1747001301602,87.81,134.31,162.253
1747001301702,87.85,133.65,163.402
1747001301802,87.76,132.35,165.325
1747001301902,87.9,129.8,164.383
1747001302002,87.96,128.77,162.432
1747001302102,87.98,126.28,162.319
1747001302202,87.98,124.68,162.29
1747001302302,88.01,124.33,161.48
1747001302402,88.01,123.87,160.877
1747001302502,88.03,124.04,157.135
1747001302602,88.05,124.13,152.724
1747001302702,88.05,123.93,147.663
1747001302802,88.05,123.89,144.571
1747001302903,88.05,123.82,143.864
1747001303003,88.16,120.94,144.863
1747001303103,88.14,119.67,147.069
1747001303203,88.16,117.69,149.727
1747001303303,88.16,117.03,152.403
1747001303403,88.18,116.24,155.938
1747001303503,88.16,114.7,159.123
1747001303603,88.23,112.97,159.623
1747001303703,88.25,111.98,160.396
1747001303803,88.25,111.19,160.603
1747001303903,88.34,109.76,161.847
1747001304003,88.27,108.42,162.017
1747001304103,88.27,108.13,160.622
1747001304203,88.34,106.75,160.057
1747001304303,88.38,104.22,158.134
1747001304403,88.4,102.68,156.767
1747001304503,88.42,100.68,157.719
1747001304603,88.53,96.44,158.577
1747001304703,88.58,93.19,159.793
1747001304803,88.58,91.61,159.651
1747001304903,88.6,90.95,161.631
1747001305003,88.64,89.98,161.913
1747001305103,88.62,89.61,162.507
1747001305203,88.62,88.99,161.678
1747001305303,88.64,87.98,160.085
1747001305403,88.64,89.85,159.208
1747001305503,88.6,95.13,158.539
1747001305603,88.58,95.1,155.834
1747001305703,88.6,94.71,152.79
1747001305803,88.64,94.2,151.159
1747001305903,88.62,93.13,152.121
1747001306003,88.67,90.4,155.485
1747001306103,88.69,87.39,157.059
1747001306203,88.71,85.87,155.664
1747001306303,88.77,83.37,157.116
1747001306403,88.77,82.29,158.341
1747001306503,88.8,81.3,159.208
1747001306603,88.8,79.37,159.321
1747001306703,88.82,77.48,158.313
1747001306803,88.84,76.56,159.406
1747001306903,88.86,75.28,161.866
1747001307003,88.91,73.52,162.319
1747001307103,88.93,70.8,161.96
1747001307204,88.91,69.55,161.998
1747001307304,88.95,69.26,162.714
1747001307404,88.93,68.65,163.732
1747001307504,88.97,68.65,163.732
1747001307604,88.95,68.6,164.062
1747001307704,88.97,68.45,170.669
1747001307804,88.95,66.65,170.877
1747001307904,89.04,62.69,171.979
1747001308004,88.58,60.76,170.537
1747001308104,89.1,59.92,169.237
1747001308204,89.21,55.09,168.228
1747001308304,89.21,53.79,166.532
1747001308404,89.24,52.83,167.144
1747001308504,89.26,50.85,167.361
1747001308604,89.32,49.92,165.514
1747001308704,89.26,49.62,165.137
1747001308804,89.32,49.66,165.646
1747001308904,89.32,50.06,163.478
1747001309004,89.35,50.03,157.078
1747001309104,89.35,50.06,154.194
1747001309204,89.37,50.06,153.214
1747001309304,89.35,50.06,153.732
1747001309404,89.32,50.06,157.568
1747001309504,89.37,49.49,161.282
1747001309604,89.37,47.93,161.923
1747001309704,89.43,45.68,160.867
1747001309804,89.41,44.96,158.897
1747001309904,89.46,44.19,158.021
1747001310004,89.5,42.81,158.172
1747001310104,89.54,41.25,158.897
1747001310204,89.5,39.51,158.181
1747001310304,89.57,36.59,158.483
1747001310404,89.61,34.76,165.24
1747001310504,89.65,33.22,167.644
1747001310604,89.63,31.82,168.992
1747001310704,89.7,30.28,167.361
1747001310804,89.74,27.95,165.919
1747001310904,89.74,26.41,167.031
1747001311004,89.79,24.92,168.558
1747001311104,89.81,23.25,169.246
1747001311204,89.87,22.37,169.02
1747001311305,89.85,21.75,168.718
1747001311405,89.9,20.63,168.134
1747001311505,89.92,18.15,167.615
1747001311605,89.96,17.49,167.031
1747001311705,89.98,16.57,167.634
1747001311805,89.94,16.39,171.093
1747001311905,89.85,19.14,171.904
1747001312005,89.94,19.07,171.697
1747001312105,89.98,19.07,167.238
1747001312205,89.94,19.01,163.666
1747001312305,89.92,18.5,163.355
1747001312405,89.96,17.95,164.59
1747001312505,89.96,16.26,165.938
1747001312605,90.05,13.62,165.231
1747001312705,90.07,11.89,165.589
1747001312805,90.25,6.61,166.579
1747001312905,90.2,5.27,167.578
1747001313005,90.14,4.46,170.386
1747001313105,90.2,3.47,174.194
1747001313205,90.18,2.26,174.43
1747001313305,90.23,1.03,173.968
1747001313405,90.27,0.09,174.92
1747001313505,90.29,357.91,175.448
1747001313605,90.34,357.06,175.853
1747001313705,90.31,356.15,176.692
1747001313805,90.36,355.39,175.919
1747001313905,90.36,352.84,174.958
1747001314005,90.38,352.09,175.467
1747001314105,90.25,351.87,178.935
1747001314205,90.4,350.42,180.019
1747001314305,90.44,348.68,177.304
1747001314405,90.42,348.02,177.295
1747001314505,90.44,347.32,178.464
1747001314605,90.51,346.55,179.736
1747001314705,90.49,343.78,179.001
1747001314805,90.55,342.35,178.058
1747001314905,90.62,339.94,177.813
1747001315005,90.58,335.35,178.322
1747001315105,90.66,332.47,179.84
1747001315205,90.75,330.49,181.282
1747001315306,90.95,327.52,180.792
1747001315405,90.8,325.76,181.47
1747001315506,90.86,326.6,183.949
1747001315606,90.86,327.19,184.524
1747001315706,90.86,327.1,180.226
1747001315806,90.86,327.17,174.364
1747001315906,90.84,326.93,179.189
1747001316006,90.84,326.93,177.926
1747001316106,90.91,324.73,175.287
1747001316206,90.95,321.19,171.97
1747001316306,90.99,317.37,170.528
1747001316406,91.19,311.46,173.572
1747001316506,91.3,306.16,176.192
1747001316606,91.32,303.48,178.426
1747001316706,91.41,301.24,182.064
1747001316806,91.68,297.86,183.723
1747001316906,91.48,297.11,183.685
1747001317006,91.48,294.03,184.232
1747001317106,91.52,292.25,185.287
1747001317206,91.57,289.18,186.249
1747001317306,91.59,286.83,188.794
1747001317406,91.72,284.26,190.113
1747001317506,91.61,282.63,190.547
1747001317606,91.61,278.17,190.613
1747001317706,91.7,275.66,190.829
1747001317806,91.7,274.19,192.017
1747001317906,91.68,271.64,192.441
1747001318006,91.76,269.16,192.224
1747001318106,91.83,266.94,192.78
1747001318206,91.85,265.45,193.252
1747001318306,91.9,263.2,192.959
1747001318406,91.87,263.23,192.045
1747001318506,91.85,264.81,190.735
1747001318606,91.9,264.85,189.83
1747001318706,91.87,264.83,186.598
1747001318806,91.87,264.83,183.666
1747001318906,92.01,264.85,183.101
1747001319006,91.94,262.44,183.45
1747001319106,92.09,255.4,184.939
1747001319206,92.25,244.59,184.618
1747001319306,92.49,233.34,185.872
1747001319406,92.53,227.85,190.32
1747001319506,92.69,224.53,194.025
1747001319606,92.75,220.57,196.343
1747001319706,92.84,215.63,196.758
1747001319806,92.95,211.1,197.531
1747001319907,93.06,205.33,200.236
1747001320007,93.1,202.47,202.366
1747001320107,93.15,201.44,206.164
1747001320207,93.15,198.62,206.522
1747001320307,93.15,197.79,206.692
1747001320407,93.21,196.36,209.18
1747001320507,93.24,193.61,210.075
1747001320607,93.28,188.73,209.793
1747001320707,93.32,185.66,210.292
1747001320807,93.41,185.53,212.366
1747001320907,93.35,186.45,212.865
1747001321007,93.37,186.41,210.613
1747001321107,93.35,186.43,208.737
1747001321207,93.37,186.41,205.759
1747001321307,93.35,186.41,203.629
1747001321407,93.32,186.34,203.817
1747001321507,93.39,184.47,202.413
1747001321607,93.5,180.85,202.526
1747001321707,93.59,175.95,204.081
1747001321807,93.7,171.31,206.155
