Timestamp (ms),Encoder1,Encoder2,Loadcell
1747961105699,260.15,100.71,0.066
1747961105799,260.15,100.77,0.426
1747961105899,260.15,100.77,0.492
1747961106000,260.11,100.75,0.169
1747961106100,260.11,100.71,-0.11
1747961106200,260.15,100.71,0.132
1747961106300,260.15,100.75,0.073
1747961106400,260.13,100.68,-0.037
1747961106500,260.19,100.71,-0.022
1747961106600,260.15,100.77,0.095
1747961106700,260.15,100.66,0.051
1747961106800,260.15,100.71,0.22
1747961106900,260.15,100.77,0.257
1747961107000,260.17,100.75,0.11
1747961107100,260.13,100.71,0.118
1747961107200,260.15,100.73,0.301
1747961107300,260.17,100.73,0.455
1747961107400,260.15,100.68,0.331
1747961107500,260.15,100.77,0.022
1747961107600,260.13,100.73,0.118
1747961107700,260.11,100.68,0.073
1747961107800,259.75,100.79,-0.103
1747961107900,257.56,100.86,-0.184
1747961108000,245.19,101.39,-0.015
1747961108100,240.68,101.54,0.235
1747961108200,233.72,101.83,0.786
1747961108300,228.38,102.09,0.837
1747961108400,224.22,102.31,1.241
1747961108500,222.44,102.44,1.219
1747961108600,222.44,102.33,1.542
1747961108700,222.68,102.46,1.469
1747961108800,222.68,102.42,1.241
1747961108900,222.57,102.46,1.322
1747961109000,222.27,102.44,1.469
1747961109100,221.7,102.46,1.447
1747961109200,218.29,102.68,1.535
1747961109300,213.39,102.82,1.506
1747961109400,205.24,103.52,1.609
1747961109500,203.15,103.74,1.902
1747961109600,203.17,103.74,2.101
1747961109701,203.3,103.83,2.475
1747961109801,200.51,103.85,2.718
1747961109901,193.68,104.29,2.446
1747961110001,185.24,104.73,2.637
1747961110101,183.9,104.73,2.666
1747961110201,183.86,104.86,2.549
1747961110301,183.88,104.84,2.732
1747961110401,183.48,104.93,2.938
1747961110501,178.12,104.97,3.055
1747961110601,170.85,105.37,2.938
1747961110701,164.72,105.67,3.026
1747961110801,164.72,105.78,3.533
1747961110901,165.27,105.83,3.621
1747961111001,165.75,105.72,3.709
1747961111101,165.31,105.76,3.636
1747961111201,161.11,105.87,3.746
1747961111301,150.08,106.16,3.65
1747961111401,145.51,106.71,3.981
1747961111501,146.17,106.64,4.253
1747961111601,146.39,106.66,4.179
1747961111701,146.46,106.75,4.165
1747961111801,144.74,106.75,4.304
1747961111901,131.51,107.1,4.378
1747961112001,122.42,107.34,4.282
1747961112101,122.15,107.32,4.62
1747961112201,122.11,107.41,4.804
1747961112301,121.63,107.34,4.561
1747961112401,114.99,107.65,4.422
1747961112501,104.57,107.91,4.488
1747961112601,96.14,108.16,4.98
1747961112701,96.33,108.18,5.031
1747961112801,96.36,108.18,4.613
1747961112901,92.4,108.29,4.649
